rank,image,confidence,tp,fp,acc_tp,acc_fp,precision,recall
79,1385,0.997668,1,0,79,0,1.000000,0.079000
80,1695,0.997644,1,0,80,0,1.000000,0.080000
81,1078,0.997616,1,0,81,0,1.000000,0.081000
82,1045,0.997610,1,0,82,0,1.000000,0.082000
83,1626,0.997589,1,0,83,0,1.000000,0.083000
84,1728,0.997585,1,0,84,0,1.000000,0.084000
85,1097,0.997573,1,0,85,0,1.000000,0.085000
86,1058,0.997572,1,0,86,0,1.000000,0.086000
87,1251,0.997500,1,0,87,0,1.000000,0.087000
88,1675,0.997494,1,0,88,0,1.000000,0.088000
89,1612,0.997478,1,0,89,0,1.000000,0.089000
90,1805,0.997464,1,0,90,0,1.000000,0.090000
91,1725,0.997432,1,0,91,0,1.000000,0.091000
92,1757,0.997418,1,0,92,0,1.000000,0.092000
93,1491,0.997413,1,0,93,0,1.000000,0.093000
94,1095,0.997367,1,0,94,0,1.000000,0.094000
95,1246,0.997344,1,0,95,0,1.000000,0.095000
96,1050,0.997273,1,0,96,0,1.000000,0.096000
97,1759,0.997269,1,0,97,0,1.000000,0.097000
98,1646,0.997261,1,0,98,0,1.000000,0.098000
99,1738,0.997235,1,0,99,0,1.000000,0.099000
100,1724,0.997112,1,0,100,0,1.000000,0.100000
101,1015,0.997104,1,0,101,0,1.000000,0.101000
102,1068,0.997095,1,0,102,0,1.000000,0.102000
103,1772,0.997086,1,0,103,0,1.000000,0.103000
104,1011,0.997081,1,0,104,0,1.000000,0.104000
105,1607,0.997079,1,0,105,0,1.000000,0.105000
106,1090,0.997026,1,0,106,0,1.000000,0.106000
107,972,0.997010,1,0,107,0,1.000000,0.107000
108,1779,0.996988,1,0,108,0,1.000000,0.108000
109,1611,0.996971,1,0,109,0,1.000000,0.109000
110,1287,0.996965,1,0,110,0,1.000000,0.110000
111,1292,0.996946,1,0,111,0,1.000000,0.111000
112,1567,0.996919,1,0,112,0,1.000000,0.112000
113,1445,0.996914,1,0,113,0,1.000000,0.113000
114,949,0.996881,1,0,114,0,1.000000,0.114000
115,1268,0.996849,1,0,115,0,1.000000,0.115000
116,1714,0.996843,1,0,116,0,1.000000,0.116000
117,1392,0.996806,1,0,117,0,1.000000,0.117000
118,1648,0.996784,1,0,118,0,1.000000,0.118000
119,991,0.996765,1,0,119,0,1.000000,0.119000
120,1544,0.996761,1,0,120,0,1.000000,0.120000
121,1628,0.996728,0,1,120,1,0.991736,0.120000
122,1744,0.996717,1,0,121,1,0.991803,0.121000
123,1618,0.996708,1,0,122,1,0.991870,0.122000
124,1732,0.996705,1,0,123,1,0.991935,0.123000
125,1654,0.996583,1,0,124,1,0.992000,0.124000
126,1100,0.996530,1,0,125,1,0.992063,0.125000
127,1452,0.996528,1,0,126,1,0.992126,0.126000
128,1524,0.996510,1,0,127,1,0.992188,0.127000
129,1092,0.996505,1,0,128,1,0.992248,0.128000
130,2358,0.996457,0,1,128,2,0.984615,0.128000
131,1848,0.996439,1,0,129,2,0.984733,0.129000
132,1204,0.996435,1,0,130,2,0.984848,0.130000
133,1260,0.996425,1,0,131,2,0.984962,0.131000
134,1361,0.996416,1,0,132,2,0.985075,0.132000
135,1051,0.996379,1,0,133,2,0.985185,0.133000
136,1727,0.996358,1,0,134,2,0.985294,0.134000
137,1852,0.996332,1,0,135,2,0.985401,0.135000
138,1869,0.996257,1,0,136,2,0.985507,0.136000
139,1386,0.996240,1,0,137,2,0.985612,0.137000
140,1101,0.996230,1,0,138,2,0.985714,0.138000
141,1340,0.996179,1,0,139,2,0.985816,0.139000
142,1747,0.996174,1,0,140,2,0.985915,0.140000
143,1595,0.996150,1,0,141,2,0.986014,0.141000
144,1288,0.996101,1,0,142,2,0.986111,0.142000
145,1813,0.996082,1,0,143,2,0.986207,0.143000
146,1639,0.996074,1,0,144,2,0.986301,0.144000
147,1710,0.996072,1,0,145,2,0.986395,0.145000
148,1457,0.995926,1,0,146,2,0.986486,0.146000
149,2696,0.995879,0,1,146,3,0.979866,0.146000
150,978,0.995849,1,0,147,3,0.980000,0.147000
151,1333,0.995789,1,0,148,3,0.980132,0.148000
152,1625,0.995707,1,0,149,3,0.980263,0.149000
153,1275,0.995689,1,0,150,3,0.980392,0.150000
154,1262,0.995611,1,0,151,3,0.980519,0.151000
155,1802,0.995607,1,0,152,3,0.980645,0.152000
156,1144,0.995580,1,0,153,3,0.980769,0.153000
157,1456,0.995575,1,0,154,3,0.980892,0.154000
158,1255,0.995525,1,0,155,3,0.981013,0.155000
159,1575,0.995510,1,0,156,3,0.981132,0.156000
160,1383,0.995480,1,0,157,3,0.981250,0.157000
161,1780,0.995480,1,0,158,3,0.981366,0.158000
162,1807,0.995416,1,0,159,3,0.981481,0.159000
163,1532,0.995399,1,0,160,3,0.981595,0.160000
164,1690,0.995342,1,0,161,3,0.981707,0.161000
165,1840,0.995337,1,0,162,3,0.981818,0.162000
166,1743,0.995256,1,0,163,3,0.981928,0.163000
167,1311,0.995227,1,0,164,3,0.982036,0.164000
168,1535,0.995180,1,0,165,3,0.982143,0.165000
169,1182,0.995166,1,0,166,3,0.982249,0.166000
170,1867,0.995116,1,0,167,3,0.982353,0.167000
171,1215,0.995106,1,0,168,3,0.982456,0.168000
172,1075,0.995098,1,0,169,3,0.982558,0.169000
173,1065,0.995088,1,0,170,3,0.982659,0.170000
174,1773,0.994901,1,0,171,3,0.982759,0.171000
175,1854,0.994896,1,0,172,3,0.982857,0.172000
176,1764,0.994859,1,0,173,3,0.982955,0.173000
177,1730,0.994808,1,0,174,3,0.983051,0.174000
178,1404,0.994720,1,0,175,3,0.983146,0.175000
179,1102,0.994645,1,0,176,3,0.983240,0.176000
180,1875,0.994605,1,0,177,3,0.983333,0.177000
181,1720,0.994596,1,0,178,3,0.983425,0.178000
182,1839,0.994580,1,0,179,3,0.983516,0.179000
183,1500,0.994557,1,0,180,3,0.983607,0.180000
184,1569,0.994557,1,0,181,3,0.983696,0.181000
185,1040,0.994534,1,0,182,3,0.983784,0.182000
186,1679,0.994520,1,0,183,3,0.983871,0.183000
187,1751,0.994495,1,0,184,3,0.983957,0.184000
188,1698,0.994427,0,1,184,4,0.978723,0.184000
189,1313,0.994414,1,0,185,4,0.978836,0.185000
190,1647,0.994374,1,0,186,4,0.978947,0.186000
191,1321,0.994372,1,0,187,4,0.979058,0.187000
192,1525,0.994345,1,0,188,4,0.979167,0.188000
193,1477,0.994313,1,0,189,4,0.979275,0.189000
194,1037,0.994283,1,0,190,4,0.979381,0.190000
195,993,0.994274,1,0,191,4,0.979487,0.191000
196,2269,0.994272,0,1,191,5,0.974490,0.191000
197,1136,0.994202,1,0,192,5,0.974619,0.192000
198,1762,0.994160,1,0,193,5,0.974747,0.193000
199,992,0.994160,1,0,194,5,0.974874,0.194000
200,1187,0.994146,1,0,195,5,0.975000,0.195000
201,1270,0.994104,1,0,196,5,0.975124,0.196000
202,1174,0.994060,1,0,197,5,0.975248,0.197000
203,1568,0.994050,1,0,198,5,0.975369,0.198000
204,1548,0.994008,1,0,199,5,0.975490,0.199000
205,1331,0.993822,1,0,200,5,0.975610,0.200000
206,1306,0.993820,1,0,201,5,0.975728,0.201000
207,1267,0.993760,1,0,202,5,0.975845,0.202000
208,1849,0.993737,1,0,203,5,0.975962,0.203000
209,1674,0.993695,1,0,204,5,0.976077,0.204000
210,1771,0.993677,1,0,205,5,0.976190,0.205000
211,1063,0.993659,1,0,206,5,0.976303,0.206000
212,1129,0.993596,1,0,207,5,0.976415,0.207000
213,1698,0.993527,1,0,208,5,0.976526,0.208000
214,1497,0.993491,1,0,209,5,0.976636,0.209000
215,1197,0.993476,1,0,210,5,0.976744,0.210000
216,1014,0.993469,1,0,211,5,0.976852,0.211000
217,1663,0.993394,1,0,212,5,0.976959,0.212000
218,1539,0.993282,1,0,213,5,0.977064,0.213000
219,1358,0.993267,1,0,214,5,0.977169,0.214000
220,1511,0.993178,1,0,215,5,0.977273,0.215000
221,1233,0.993175,1,0,216,5,0.977376,0.216000
222,971,0.993139,1,0,217,5,0.977477,0.217000
223,1523,0.993047,1,0,218,5,0.977578,0.218000
224,1834,0.993001,1,0,219,5,0.977679,0.219000
225,1678,0.992959,1,0,220,5,0.977778,0.220000
226,1084,0.992956,1,0,221,5,0.977876,0.221000
227,1167,0.992791,1,0,222,5,0.977974,0.222000
228,1763,0.992772,1,0,223,5,0.978070,0.223000
229,1286,0.992765,1,0,224,5,0.978166,0.224000
230,1229,0.992761,1,0,225,5,0.978261,0.225000
231,1547,0.992615,1,0,226,5,0.978355,0.226000
232,1238,0.992565,1,0,227,5,0.978448,0.227000
233,1614,0.992526,1,0,228,5,0.978541,0.228000
234,1362,0.992519,1,0,229,5,0.978632,0.229000
235,1596,0.992514,1,0,230,5,0.978723,0.230000
236,1699,0.992495,0,1,230,6,0.974576,0.230000
237,1574,0.992467,1,0,231,6,0.974684,0.231000
238,1548,0.992459,1,0,232,6,0.974790,0.232000
239,937,0.992438,1,0,233,6,0.974895,0.233000
240,1514,0.992407,1,0,234,6,0.975000,0.234000
241,1765,0.992363,1,0,235,6,0.975104,0.235000
242,1312,0.992298,1,0,236,6,0.975207,0.236000
243,1093,0.992292,1,0,237,6,0.975309,0.237000
244,1266,0.992277,1,0,238,6,0.975410,0.238000
245,1739,0.992275,1,0,239,6,0.975510,0.239000
246,1676,0.992272,1,0,240,6,0.975610,0.240000
247,1746,0.992247,1,0,241,6,0.975709,0.241000
248,1417,0.992213,1,0,242,6,0.975806,0.242000
249,1721,0.992141,1,0,243,6,0.975904,0.243000
250,1487,0.992140,1,0,244,6,0.976000,0.244000
251,1684,0.992086,1,0,245,6,0.976096,0.245000
252,949,0.992079,1,0,246,6,0.976190,0.246000
253,2248,0.992048,0,1,246,7,0.972332,0.246000
254,980,0.992032,1,0,247,7,0.972441,0.247000
255,1708,0.991993,1,0,248,7,0.972549,0.248000
256,1245,0.991896,1,0,249,7,0.972656,0.249000
257,1032,0.991895,1,0,250,7,0.972763,0.250000
258,1566,0.991731,1,0,251,7,0.972868,0.251000
259,1696,0.991686,0,1,251,8,0.969112,0.251000
260,1365,0.991641,1,0,252,8,0.969231,0.252000
261,1033,0.991638,1,0,253,8,0.969349,0.253000
262,1628,0.991607,1,0,254,8,0.969466,0.254000
263,1247,0.991576,1,0,255,8,0.969582,0.255000
264,987,0.991283,1,0,256,8,0.969697,0.256000
265,2420,0.991263,0,1,256,9,0.966038,0.256000
266,1864,0.991194,1,0,257,9,0.966165,0.257000
267,1501,0.991160,1,0,258,9,0.966292,0.258000
268,1619,0.991147,1,0,259,9,0.966418,0.259000
269,1795,0.991127,1,0,260,9,0.966543,0.260000
270,1638,0.991095,1,0,261,9,0.966667,0.261000
271,947,0.991059,1,0,262,9,0.966790,0.262000
272,988,0.991027,1,0,263,9,0.966912,0.263000
273,1307,0.991021,1,0,264,9,0.967033,0.264000
274,1198,0.991008,1,0,265,9,0.967153,0.265000
275,1099,0.990887,1,0,266,9,0.967273,0.266000
276,1114,0.990875,1,0,267,9,0.967391,0.267000
277,1629,0.990844,1,0,268,9,0.967509,0.268000
278,1277,0.990831,1,0,269,9,0.967626,0.269000
279,1016,0.990785,1,0,270,9,0.967742,0.270000
280,964,0.990772,1,0,271,9,0.967857,0.271000
281,1642,0.990662,1,0,272,9,0.967972,0.272000
282,1158,0.990638,1,0,273,9,0.968085,0.273000
283,1269,0.990602,1,0,274,9,0.968198,0.274000
284,1553,0.990577,1,0,275,9,0.968310,0.275000
285,1711,0.990504,1,0,276,9,0.968421,0.276000
286,1309,0.990487,1,0,277,9,0.968531,0.277000
287,955,0.990430,1,0,278,9,0.968641,0.278000
288,1661,0.990386,1,0,279,9,0.968750,0.279000
289,1874,0.990384,1,0,280,9,0.968858,0.280000
290,1168,0.990378,1,0,281,9,0.968966,0.281000
291,1200,0.990341,1,0,282,9,0.969072,0.282000
292,1587,0.990190,1,0,283,9,0.969178,0.283000
293,1224,0.990190,1,0,284,9,0.969283,0.284000
294,999,0.990164,1,0,285,9,0.969388,0.285000
295,1601,0.990121,1,0,286,9,0.969492,0.286000
296,1235,0.990113,0,1,286,10,0.966216,0.286000
297,966,0.990043,1,0,287,10,0.966330,0.287000
298,1403,0.989973,1,0,288,10,0.966443,0.288000
299,1310,0.989957,1,0,289,10,0.966555,0.289000
300,1341,0.989950,1,0,290,10,0.966667,0.290000
301,1631,0.989938,1,0,291,10,0.966777,0.291000
302,1475,0.989750,1,0,292,10,0.966887,0.292000
303,1481,0.989725,1,0,293,10,0.966997,0.293000
304,1079,0.989662,1,0,294,10,0.967105,0.294000
305,1295,0.989658,1,0,295,10,0.967213,0.295000
306,1291,0.989611,1,0,296,10,0.967320,0.296000
307,1723,0.989548,1,0,297,10,0.967427,0.297000
308,1077,0.989465,1,0,298,10,0.967532,0.298000
309,976,0.989379,1,0,299,10,0.967638,0.299000
310,976,0.989346,1,0,300,10,0.967742,0.300000
311,1146,0.989276,1,0,301,10,0.967846,0.301000
312,1777,0.989270,1,0,302,10,0.967949,0.302000
313,1418,0.989227,1,0,303,10,0.968051,0.303000
314,1620,0.989164,1,0,304,10,0.968153,0.304000
315,1534,0.989154,1,0,305,10,0.968254,0.305000
316,1495,0.989148,1,0,306,10,0.968354,0.306000
317,1013,0.989103,1,0,307,10,0.968454,0.307000
318,1519,0.988925,1,0,308,10,0.968553,0.308000
319,1549,0.988921,1,0,309,10,0.968652,0.309000
320,1421,0.988910,1,0,310,10,0.968750,0.310000
321,1635,0.988847,1,0,311,10,0.968847,0.311000
322,1025,0.988765,1,0,312,10,0.968944,0.312000
323,1617,0.988635,1,0,313,10,0.969040,0.313000
324,1367,0.988550,1,0,314,10,0.969136,0.314000
325,1171,0.988522,1,0,315,10,0.969231,0.315000
326,1531,0.988498,1,0,316,10,0.969325,0.316000
327,1163,0.988319,1,0,317,10,0.969419,0.317000
328,1688,0.988062,1,0,318,10,0.969512,0.318000
329,1792,0.988059,1,0,319,10,0.969605,0.319000
330,1176,0.988056,1,0,320,10,0.969697,0.320000
331,1588,0.988026,0,1,320,11,0.966767,0.320000
332,1271,0.987942,1,0,321,11,0.966867,0.321000
333,1799,0.987885,1,0,322,11,0.966967,0.322000
334,1740,0.987837,1,0,323,11,0.967066,0.323000
335,942,0.987742,1,0,324,11,0.967164,0.324000
336,1776,0.987628,1,0,325,11,0.967262,0.325000
337,1537,0.987614,1,0,326,11,0.967359,0.326000
338,1775,0.987530,1,0,327,11,0.967456,0.327000
339,1122,0.987443,1,0,328,11,0.967552,0.328000
340,1076,0.987252,1,0,329,11,0.967647,0.329000
341,1793,0.987247,1,0,330,11,0.967742,0.330000
342,1321,0.987175,1,0,331,11,0.967836,0.331000
343,1330,0.987059,1,0,332,11,0.967930,0.332000
344,1851,0.987057,1,0,333,11,0.968023,0.333000
345,2032,0.987030,0,1,333,12,0.965217,0.333000
346,1126,0.987014,1,0,334,12,0.965318,0.334000
347,1870,0.986982,1,0,335,12,0.965418,0.335000
348,1785,0.986958,1,0,336,12,0.965517,0.336000
349,1193,0.986909,1,0,337,12,0.965616,0.337000
350,1199,0.986887,1,0,338,12,0.965714,0.338000
351,1761,0.986885,1,0,339,12,0.965812,0.339000
352,1007,0.986835,1,0,340,12,0.965909,0.340000
353,1627,0.986810,1,0,341,12,0.966006,0.341000
354,1083,0.986650,1,0,342,12,0.966102,0.342000
355,1005,0.986643,1,0,343,12,0.966197,0.343000
356,1506,0.986638,1,0,344,12,0.966292,0.344000
357,1668,0.986540,1,0,345,12,0.966387,0.345000
358,1462,0.986495,1,0,346,12,0.966480,0.346000
359,996,0.986299,1,0,347,12,0.966574,0.347000
360,1877,0.986287,1,0,348,12,0.966667,0.348000
361,1012,0.986260,1,0,349,12,0.966759,0.349000
362,946,0.986242,1,0,350,12,0.966851,0.350000
363,1170,0.986226,1,0,351,12,0.966942,0.351000
364,1609,0.986180,1,0,352,12,0.967033,0.352000
365,1824,0.986089,1,0,353,12,0.967123,0.353000
366,1290,0.986041,1,0,354,12,0.967213,0.354000
367,951,0.986000,1,0,355,12,0.967302,0.355000
368,1073,0.985993,1,0,356,12,0.967391,0.356000
369,1529,0.985945,1,0,357,12,0.967480,0.357000
370,1837,0.985861,1,0,358,12,0.967568,0.358000
371,1673,0.985694,1,0,359,12,0.967655,0.359000
372,1517,0.985580,1,0,360,12,0.967742,0.360000
373,1716,0.985518,1,0,361,12,0.967828,0.361000
374,1709,0.985462,1,0,362,12,0.967914,0.362000
375,1645,0.985456,1,0,363,12,0.968000,0.363000
376,1293,0.985339,1,0,364,12,0.968085,0.364000
377,1811,0.985286,1,0,365,12,0.968170,0.365000
378,1237,0.985228,1,0,366,12,0.968254,0.366000
379,1485,0.985151,1,0,367,12,0.968338,0.367000
380,1062,0.985106,1,0,368,12,0.968421,0.368000
381,1741,0.985025,1,0,369,12,0.968504,0.369000
382,1570,0.984991,1,0,370,12,0.968586,0.370000
383,1735,0.984977,1,0,371,12,0.968668,0.371000
384,1064,0.984391,1,0,372,12,0.968750,0.372000
385,1768,0.984356,1,0,373,12,0.968831,0.373000
386,1554,0.984354,1,0,374,12,0.968912,0.374000
387,1546,0.984301,1,0,375,12,0.968992,0.375000
388,1600,0.984180,1,0,376,12,0.969072,0.376000
389,1125,0.984161,1,0,377,12,0.969152,0.377000
390,1137,0.984015,1,0,378,12,0.969231,0.378000
391,1067,0.983967,1,0,379,12,0.969309,0.379000
392,1104,0.983915,1,0,380,12,0.969388,0.380000
393,1370,0.983871,1,0,381,12,0.969466,0.381000
394,1700,0.983618,1,0,382,12,0.969543,0.382000
395,1784,0.983335,1,0,383,12,0.969620,0.383000
396,1755,0.983292,1,0,384,12,0.969697,0.384000
397,1666,0.983086,1,0,385,12,0.969773,0.385000
398,1819,0.983054,1,0,386,12,0.969849,0.386000
399,1359,0.983019,1,0,387,12,0.969925,0.387000
400,994,0.982977,1,0,388,12,0.970000,0.388000
401,1853,0.982901,1,0,389,12,0.970075,0.389000
402,1210,0.982501,1,0,390,12,0.970149,0.390000
403,1657,0.982263,1,0,391,12,0.970223,0.391000
404,1405,0.982259,1,0,392,12,0.970297,0.392000
405,1192,0.982200,1,0,393,12,0.970370,0.393000
406,2009,0.982171,0,1,393,13,0.967980,0.393000
407,1264,0.982103,1,0,394,13,0.968059,0.394000
408,1515,0.982023,1,0,395,13,0.968137,0.395000
409,1581,0.981942,1,0,396,13,0.968215,0.396000
410,1239,0.981616,1,0,397,13,0.968293,0.397000
411,989,0.981565,1,0,398,13,0.968370,0.398000
412,1717,0.981534,1,0,399,13,0.968447,0.399000
413,1429,0.981446,1,0,400,13,0.968523,0.400000
414,1671,0.981438,1,0,401,13,0.968599,0.401000
415,1862,0.981407,1,0,402,13,0.968675,0.402000
416,1368,0.981290,1,0,403,13,0.968750,0.403000
417,1770,0.981248,1,0,404,13,0.968825,0.404000
418,1228,0.981225,1,0,405,13,0.968900,0.405000
419,1179,0.980973,1,0,406,13,0.968974,0.406000
420,2132,0.980972,0,1,406,14,0.966667,0.406000
421,1586,0.980896,1,0,407,14,0.966746,0.407000
422,1423,0.980674,1,0,408,14,0.966825,0.408000
423,1866,0.980624,1,0,409,14,0.966903,0.409000
424,1563,0.980540,1,0,410,14,0.966981,0.410000
425,1681,0.980519,1,0,411,14,0.967059,0.411000
426,1164,0.980474,1,0,412,14,0.967136,0.412000
427,1214,0.980145,1,0,413,14,0.967213,0.413000
428,1297,0.979993,1,0,414,14,0.967290,0.414000
429,1063,0.979913,1,0,415,14,0.967366,0.415000
430,1760,0.979912,1,0,416,14,0.967442,0.416000
431,968,0.979866,1,0,417,14,0.967517,0.417000
432,1393,0.979850,1,0,418,14,0.967593,0.418000
433,1868,0.979634,1,0,419,14,0.967667,0.419000
434,1300,0.979540,1,0,420,14,0.967742,0.420000
435,1534,0.979535,1,0,421,14,0.967816,0.421000
436,1240,0.979526,1,0,422,14,0.967890,0.422000
437,2248,0.979408,0,1,422,15,0.965675,0.422000
438,1753,0.979340,1,0,423,15,0.965753,0.423000
439,1316,0.979285,1,0,424,15,0.965831,0.424000
440,1263,0.979280,1,0,425,15,0.965909,0.425000
441,1455,0.979259,1,0,426,15,0.965986,0.426000
442,1669,0.979070,1,0,427,15,0.966063,0.427000
443,1787,0.979007,1,0,428,15,0.966140,0.428000
444,1509,0.978963,1,0,429,15,0.966216,0.429000
445,1579,0.978800,1,0,430,15,0.966292,0.430000
446,1285,0.978773,1,0,431,15,0.966368,0.431000
447,1855,0.978739,1,0,432,15,0.966443,0.432000
448,1166,0.978643,1,0,433,15,0.966518,0.433000
449,2282,0.978442,0,1,433,16,0.964365,0.433000
450,1687,0.978404,1,0,434,16,0.964444,0.434000
451,985,0.978321,1,0,435,16,0.964523,0.435000
452,1439,0.978289,1,0,436,16,0.964602,0.436000
453,1798,0.978216,1,0,437,16,0.964680,0.437000
454,1089,0.978144,1,0,438,16,0.964758,0.438000
455,1230,0.978004,1,0,439,16,0.964835,0.439000
456,1844,0.977990,1,0,440,16,0.964912,0.440000
457,1363,0.977898,1,0,441,16,0.964989,0.441000
458,1401,0.977852,0,1,441,17,0.962882,0.441000
459,1814,0.977817,1,0,442,17,0.962963,0.442000
460,1069,0.977710,1,0,443,17,0.963043,0.443000
461,1002,0.977709,1,0,444,17,0.963124,0.444000
462,1788,0.977708,1,0,445,17,0.963203,0.445000
463,1778,0.977697,1,0,446,17,0.963283,0.446000
464,1541,0.977476,1,0,447,17,0.963362,0.447000
465,1588,0.977469,1,0,448,17,0.963441,0.448000
466,1278,0.977467,1,0,449,17,0.963519,0.449000
467,1580,0.977441,1,0,450,17,0.963597,0.450000
468,1794,0.977060,1,0,451,17,0.963675,0.451000
469,1469,0.976890,1,0,452,17,0.963753,0.452000
470,1232,0.976527,1,0,453,17,0.963830,0.453000
471,1339,0.976480,1,0,454,17,0.963907,0.454000
472,1019,0.976412,1,0,455,17,0.963983,0.455000
473,1749,0.976398,1,0,456,17,0.964059,0.456000
474,1490,0.976311,1,0,457,17,0.964135,0.457000
475,1044,0.976268,0,1,457,18,0.962105,0.457000
476,997,0.976094,1,0,458,18,0.962185,0.458000
477,1692,0.975725,1,0,459,18,0.962264,0.459000
478,1800,0.975157,1,0,460,18,0.962343,0.460000
479,975,0.975097,1,0,461,18,0.962422,0.461000
480,1371,0.974915,1,0,462,18,0.962500,0.462000
481,1680,0.974796,1,0,463,18,0.962578,0.463000
482,1873,0.974724,1,0,464,18,0.962656,0.464000
483,1128,0.974713,1,0,465,18,0.962733,0.465000
484,1451,0.974697,1,0,466,18,0.962810,0.466000
485,1431,0.974688,1,0,467,18,0.962887,0.467000
486,1736,0.974671,1,0,468,18,0.962963,0.468000
487,1087,0.974282,1,0,469,18,0.963039,0.469000
488,1643,0.974225,1,0,470,18,0.963115,0.470000
489,1479,0.974156,1,0,471,18,0.963190,0.471000
490,1754,0.974152,1,0,472,18,0.963265,0.472000
491,1323,0.974072,1,0,473,18,0.963340,0.473000
492,1449,0.973601,0,1,473,19,0.961382,0.473000
493,1488,0.973583,1,0,474,19,0.961460,0.474000
494,1022,0.973569,1,0,475,19,0.961538,0.475000
495,1280,0.973556,1,0,476,19,0.961616,0.476000
496,1832,0.973551,1,0,477,19,0.961694,0.477000
497,1376,0.973116,0,1,477,20,0.959759,0.477000
498,1665,0.972462,1,0,478,20,0.959839,0.478000
