rank,image,confidence,tp,fp,acc_tp,acc_fp,precision,recall
108,2662,0.996793,1,0,94,14,0.870370,0.094000
109,2040,0.996764,1,0,95,14,0.871560,0.095000
110,2131,0.996761,1,0,96,14,0.872727,0.096000
111,1884,0.996753,1,0,97,14,0.873874,0.097000
112,2607,0.996741,1,0,98,14,0.875000,0.098000
113,2243,0.996710,1,0,99,14,0.876106,0.099000
114,2595,0.996693,1,0,100,14,0.877193,0.100000
115,1900,0.996688,1,0,101,14,0.878261,0.101000
116,2228,0.996647,1,0,102,14,0.879310,0.102000
117,1911,0.996598,1,0,103,14,0.880342,0.103000
118,2179,0.996592,1,0,104,14,0.881356,0.104000
119,1969,0.996579,0,1,104,15,0.873950,0.104000
120,2438,0.996551,1,0,105,15,0.875000,0.105000
121,1118,0.996481,0,1,105,16,0.867769,0.105000
122,2312,0.996479,1,0,106,16,0.868852,0.106000
123,2707,0.996474,1,0,107,16,0.869919,0.107000
124,2119,0.996467,1,0,108,16,0.870968,0.108000
125,2395,0.996333,0,1,108,17,0.864000,0.108000
126,2219,0.996314,1,0,109,17,0.865079,0.109000
127,2065,0.996310,1,0,110,17,0.866142,0.110000
128,2647,0.996305,1,0,111,17,0.867188,0.111000
129,1943,0.996293,1,0,112,17,0.868217,0.112000
130,2107,0.996266,1,0,113,17,0.869231,0.113000
131,2644,0.996236,1,0,114,17,0.870229,0.114000
132,1960,0.996136,1,0,115,17,0.871212,0.115000
133,2690,0.996129,1,0,116,17,0.872180,0.116000
134,2488,0.996064,1,0,117,17,0.873134,0.117000
135,2479,0.996048,1,0,118,17,0.874074,0.118000
136,2309,0.996044,1,0,119,17,0.875000,0.119000
137,2499,0.996038,1,0,120,17,0.875912,0.120000
138,2250,0.995956,1,0,121,17,0.876812,0.121000
139,2472,0.995915,1,0,122,17,0.877698,0.122000
140,2598,0.995906,1,0,123,17,0.878571,0.123000
141,1975,0.995880,1,0,124,17,0.879433,0.124000
142,1982,0.995843,1,0,125,17,0.880282,0.125000
143,2188,0.995842,1,0,126,17,0.881119,0.126000
144,2647,0.995839,1,0,127,17,0.881944,0.127000
145,2160,0.995829,1,0,128,17,0.882759,0.128000
146,1970,0.995829,1,0,129,17,0.883562,0.129000
147,2405,0.995797,1,0,130,17,0.884354,0.130000
148,1930,0.995796,1,0,131,17,0.885135,0.131000
149,2478,0.995794,1,0,132,17,0.885906,0.132000
150,2492,0.995790,1,0,133,17,0.886667,0.133000
151,2452,0.995724,1,0,134,17,0.887417,0.134000
152,2066,0.995714,1,0,135,17,0.888158,0.135000
153,2362,0.995710,1,0,136,17,0.888889,0.136000
154,2712,0.995702,0,1,136,18,0.883117,0.136000
155,1907,0.995686,1,0,137,18,0.883871,0.137000
156,2712,0.995672,1,0,138,18,0.884615,0.138000
157,1918,0.995663,1,0,139,18,0.885350,0.139000
158,2582,0.995662,1,0,140,18,0.886076,0.140000
159,1950,0.995650,1,0,141,18,0.886792,0.141000
160,2111,0.995647,1,0,142,18,0.887500,0.142000
161,1989,0.995620,1,0,143,18,0.888199,0.143000
162,2054,0.995551,1,0,144,18,0.888889,0.144000
163,2082,0.995551,1,0,145,18,0.889571,0.145000
164,2697,0.995538,1,0,146,18,0.890244,0.146000
165,2671,0.995529,1,0,147,18,0.890909,0.147000
166,2241,0.995517,1,0,148,18,0.891566,0.148000
167,2649,0.995511,1,0,149,18,0.892216,0.149000
168,2617,0.995464,0,1,149,19,0.886905,0.149000
169,1965,0.995446,1,0,150,19,0.887574,0.150000
170,2380,0.995359,1,0,151,19,0.888235,0.151000
171,1463,0.995286,0,1,151,20,0.883041,0.151000
172,2095,0.995276,1,0,152,20,0.883721,0.152000
173,2152,0.995263,1,0,153,20,0.884393,0.153000
174,2618,0.995252,1,0,154,20,0.885057,0.154000
175,2429,0.995193,1,0,155,20,0.885714,0.155000
176,2224,0.995182,1,0,156,20,0.886364,0.156000
177,2392,0.995129,1,0,157,20,0.887006,0.157000
178,2536,0.995124,1,0,158,20,0.887640,0.158000
179,2292,0.994987,1,0,159,20,0.888268,0.159000
180,2019,0.994958,1,0,160,20,0.888889,0.160000
181,2280,0.994926,1,0,161,20,0.889503,0.161000
182,2569,0.994925,1,0,162,20,0.890110,0.162000
183,1940,0.994906,1,0,163,20,0.890710,0.163000
184,1959,0.994821,1,0,164,20,0.891304,0.164000
185,2613,0.994820,1,0,165,20,0.891892,0.165000
186,2491,0.994810,1,0,166,20,0.892473,0.166000
187,2661,0.994768,1,0,167,20,0.893048,0.167000
188,2068,0.994729,1,0,168,20,0.893617,0.168000
189,2354,0.994680,1,0,169,20,0.894180,0.169000
190,2602,0.994670,0,1,169,21,0.889474,0.169000
191,1898,0.994645,1,0,170,21,0.890052,0.170000
192,2281,0.994635,1,0,171,21,0.890625,0.171000
193,2050,0.994604,1,0,172,21,0.891192,0.172000
194,2466,0.994595,1,0,173,21,0.891753,0.173000
195,2344,0.994585,0,1,173,22,0.887179,0.173000
196,2622,0.994571,1,0,174,22,0.887755,0.174000
197,1939,0.994567,1,0,175,22,0.888325,0.175000
198,2058,0.994544,1,0,176,22,0.888889,0.176000
199,1879,0.994489,1,0,177,22,0.889447,0.177000
200,2580,0.994463,0,1,177,23,0.885000,0.177000
201,2053,0.994449,1,0,178,23,0.885572,0.178000
202,2677,0.994400,1,0,179,23,0.886139,0.179000
203,2484,0.994341,1,0,180,23,0.886700,0.180000
204,2501,0.994338,1,0,181,23,0.887255,0.181000
205,2326,0.994320,1,0,182,23,0.887805,0.182000
206,2547,0.994286,1,0,183,23,0.888350,0.183000
207,2636,0.994277,1,0,184,23,0.888889,0.184000
208,2116,0.994241,1,0,185,23,0.889423,0.185000
209,2262,0.994237,1,0,186,23,0.889952,0.186000
210,2590,0.994202,1,0,187,23,0.890476,0.187000
211,2353,0.994186,1,0,188,23,0.890995,0.188000
212,2081,0.994165,1,0,189,23,0.891509,0.189000
213,2118,0.994154,1,0,190,23,0.892019,0.190000
214,2022,0.994120,1,0,191,23,0.892523,0.191000
215,2256,0.994102,1,0,192,23,0.893023,0.192000
216,2126,0.994055,1,0,193,23,0.893519,0.193000
217,2101,0.994043,1,0,194,23,0.894009,0.194000
218,2681,0.994031,1,0,195,23,0.894495,0.195000
219,1878,0.994028,1,0,196,23,0.894977,0.196000
220,2594,0.994012,1,0,197,23,0.895455,0.197000
221,2345,0.993996,1,0,198,23,0.895928,0.198000
222,2056,0.993793,0,1,198,24,0.891892,0.198000
223,2565,0.993767,1,0,199,24,0.892377,0.199000
224,2521,0.993732,1,0,200,24,0.892857,0.200000
225,1983,0.993637,1,0,201,24,0.893333,0.201000
226,1895,0.993628,1,0,202,24,0.893805,0.202000
227,2140,0.993616,1,0,203,24,0.894273,0.203000
228,2608,0.993609,1,0,204,24,0.894737,0.204000
229,2684,0.993557,1,0,205,24,0.895197,0.205000
230,1986,0.993553,1,0,206,24,0.895652,0.206000
231,2693,0.993552,0,1,206,25,0.891775,0.206000
232,2669,0.993537,1,0,207,25,0.892241,0.207000
233,2459,0.993507,1,0,208,25,0.892704,0.208000
234,2128,0.993507,1,0,209,25,0.893162,0.209000
235,2276,0.993435,1,0,210,25,0.893617,0.210000
236,2086,0.993350,1,0,211,25,0.894068,0.211000
237,2666,0.993310,1,0,212,25,0.894515,0.212000
238,2132,0.993294,1,0,213,25,0.894958,0.213000
239,2025,0.993293,1,0,214,25,0.895397,0.214000
240,1934,0.993276,1,0,215,25,0.895833,0.215000
241,2189,0.993230,1,0,216,25,0.896266,0.216000
242,2590,0.993209,1,0,217,25,0.896694,0.217000
243,2023,0.993166,0,1,217,26,0.893004,0.217000
244,2571,0.993149,1,0,218,26,0.893443,0.218000
245,1880,0.993019,1,0,219,26,0.893878,0.219000
246,1488,0.993009,0,1,219,27,0.890244,0.219000
247,1878,0.992997,1,0,220,27,0.890688,0.220000
248,2174,0.992993,1,0,221,27,0.891129,0.221000
249,2658,0.992951,1,0,222,27,0.891566,0.222000
250,2381,0.992901,1,0,223,27,0.892000,0.223000
251,2046,0.992887,0,1,223,28,0.888446,0.223000
252,2625,0.992880,1,0,224,28,0.888889,0.224000
253,2637,0.992805,1,0,225,28,0.889328,0.225000
254,2158,0.992797,1,0,226,28,0.889764,0.226000
255,2414,0.992761,1,0,227,28,0.890196,0.227000
256,1896,0.992759,1,0,228,28,0.890625,0.228000
257,1963,0.992741,1,0,229,28,0.891051,0.229000
258,279,0.992672,0,1,229,29,0.887597,0.229000
259,2591,0.992639,1,0,230,29,0.888031,0.230000
260,1915,0.992626,1,0,231,29,0.888462,0.231000
261,2493,0.992622,1,0,232,29,0.888889,0.232000
262,1949,0.992574,1,0,233,29,0.889313,0.233000
263,2328,0.992487,1,0,234,29,0.889734,0.234000
264,2001,0.992470,0,1,234,30,0.886364,0.234000
265,2396,0.992461,1,0,235,30,0.886792,0.235000
266,2619,0.992454,1,0,236,30,0.887218,0.236000
267,2675,0.992418,1,0,237,30,0.887640,0.237000
268,2511,0.992381,1,0,238,30,0.888060,0.238000
269,2403,0.992300,1,0,239,30,0.888476,0.239000
270,2200,0.992276,1,0,240,30,0.888889,0.240000
271,2320,0.992240,1,0,241,30,0.889299,0.241000
272,2034,0.992207,1,0,242,30,0.889706,0.242000
273,2498,0.992184,0,1,242,31,0.886447,0.242000
274,2525,0.992129,1,0,243,31,0.886861,0.243000
275,1985,0.992109,1,0,244,31,0.887273,0.244000
276,2020,0.992067,1,0,245,31,0.887681,0.245000
277,2240,0.992049,1,0,246,31,0.888087,0.246000
278,2049,0.991973,1,0,247,31,0.888489,0.247000
279,385,0.991942,0,1,247,32,0.885305,0.247000
280,2487,0.991928,1,0,248,32,0.885714,0.248000
281,2412,0.991909,1,0,249,32,0.886121,0.249000
282,2220,0.991816,1,0,250,32,0.886525,0.250000
283,2184,0.991765,1,0,251,32,0.886926,0.251000
284,2177,0.991730,1,0,252,32,0.887324,0.252000
285,2650,0.991725,1,0,253,32,0.887719,0.253000
286,2576,0.991700,0,1,253,33,0.884615,0.253000
287,2247,0.991673,1,0,254,33,0.885017,0.254000
288,1951,0.991631,0,1,254,34,0.881944,0.254000
289,2522,0.991630,1,0,255,34,0.882353,0.255000
290,1956,0.991627,1,0,256,34,0.882759,0.256000
291,2386,0.991615,1,0,257,34,0.883162,0.257000
292,2417,0.991609,1,0,258,34,0.883562,0.258000
293,1718,0.991483,0,1,258,35,0.880546,0.258000
294,2596,0.991478,1,0,259,35,0.880952,0.259000
295,2305,0.991399,1,0,260,35,0.881356,0.260000
296,2659,0.991393,1,0,261,35,0.881757,0.261000
297,228,0.991381,0,1,261,36,0.878788,0.261000
298,1227,0.991365,0,1,261,37,0.875839,0.261000
299,2524,0.991347,0,1,261,38,0.872910,0.261000
300,2136,0.991347,1,0,262,38,0.873333,0.262000
301,2148,0.991318,1,0,263,38,0.873754,0.263000
302,2170,0.991171,1,0,264,38,0.874172,0.264000
303,2114,0.991111,1,0,265,38,0.874587,0.265000
304,2588,0.991106,1,0,266,38,0.875000,0.266000
305,1998,0.991089,1,0,267,38,0.875410,0.267000
306,2431,0.990988,1,0,268,38,0.875817,0.268000
307,2008,0.990976,1,0,269,38,0.876221,0.269000
308,1917,0.990963,1,0,270,38,0.876623,0.270000
309,2159,0.990935,1,0,271,38,0.877023,0.271000
310,2669,0.990922,1,0,272,38,0.877419,0.272000
311,2091,0.990892,1,0,273,38,0.877814,0.273000
312,2609,0.990844,1,0,274,38,0.878205,0.274000
313,2549,0.990808,0,1,274,39,0.875399,0.274000
314,1995,0.990759,1,0,275,39,0.875796,0.275000
315,2226,0.990743,1,0,276,39,0.876190,0.276000
316,2108,0.990728,1,0,277,39,0.876582,0.277000
317,1972,0.990649,1,0,278,39,0.876972,0.278000
318,2090,0.990644,1,0,279,39,0.877358,0.279000
319,2582,0.990589,1,0,280,39,0.877743,0.280000
320,1948,0.990588,1,0,281,39,0.878125,0.281000
321,2352,0.990583,1,0,282,39,0.878505,0.282000
322,1883,0.990532,1,0,283,39,0.878882,0.283000
323,2192,0.990528,1,0,284,39,0.879257,0.284000
324,2709,0.990478,1,0,285,39,0.879630,0.285000
325,2023,0.990475,1,0,286,39,0.880000,0.286000
326,2554,0.990472,1,0,287,39,0.880368,0.287000
327,2625,0.990455,0,1,287,40,0.877676,0.287000
328,2700,0.990437,1,0,288,40,0.878049,0.288000
329,2616,0.990396,1,0,289,40,0.878419,0.289000
330,2597,0.990382,1,0,290,40,0.878788,0.290000
331,2057,0.990357,1,0,291,40,0.879154,0.291000
332,2153,0.990315,1,0,292,40,0.879518,0.292000
333,2313,0.990302,1,0,293,40,0.879880,0.293000
334,1989,0.990216,1,0,294,40,0.880240,0.294000
335,2698,0.990133,1,0,295,40,0.880597,0.295000
336,1882,0.990127,1,0,296,40,0.880952,0.296000
337,2544,0.990123,1,0,297,40,0.881306,0.297000
338,2387,0.990059,0,1,297,41,0.878698,0.297000
339,2217,0.990035,1,0,298,41,0.879056,0.298000
340,2444,0.989960,1,0,299,41,0.879412,0.299000
341,2029,0.989826,1,0,300,41,0.879765,0.300000
342,2214,0.989768,1,0,301,41,0.880117,0.301000
343,2117,0.989754,1,0,302,41,0.880466,0.302000
344,2001,0.989679,1,0,303,41,0.880814,0.303000
345,2371,0.989667,1,0,304,41,0.881159,0.304000
346,2638,0.989489,1,0,305,41,0.881503,0.305000
347,2702,0.989428,1,0,306,41,0.881844,0.306000
348,2627,0.989402,1,0,307,41,0.882184,0.307000
349,2432,0.989366,1,0,308,41,0.882521,0.308000
350,2101,0.989323,1,0,309,41,0.882857,0.309000
351,2077,0.989280,1,0,310,41,0.883191,0.310000
352,1996,0.989249,1,0,311,41,0.883523,0.311000
353,1937,0.989240,1,0,312,41,0.883853,0.312000
354,2515,0.989090,1,0,313,41,0.884181,0.313000
355,2614,0.989087,1,0,314,41,0.884507,0.314000
356,2655,0.988938,1,0,315,41,0.884831,0.315000
357,2398,0.988930,1,0,316,41,0.885154,0.316000
358,2674,0.988895,1,0,317,41,0.885475,0.317000
359,1887,0.988879,1,0,318,41,0.885794,0.318000
360,2044,0.988815,1,0,319,41,0.886111,0.319000
361,2631,0.988739,1,0,320,41,0.886427,0.320000
362,2404,0.988681,1,0,321,41,0.886740,0.321000
363,2678,0.988640,1,0,322,41,0.887052,0.322000
364,2642,0.988615,1,0,323,41,0.887363,0.323000
365,2383,0.988576,1,0,324,41,0.887671,0.324000
366,2475,0.988531,1,0,325,41,0.887978,0.325000
367,1967,0.988419,1,0,326,41,0.888283,0.326000
368,1003,0.988344,0,1,326,42,0.885870,0.326000
369,2289,0.988292,1,0,327,42,0.886179,0.327000
370,2673,0.988284,1,0,328,42,0.886486,0.328000
371,2306,0.988266,1,0,329,42,0.886792,0.329000
372,2340,0.988225,1,0,330,42,0.887097,0.330000
373,2113,0.988188,1,0,331,42,0.887399,0.331000
374,2245,0.988171,1,0,332,42,0.887701,0.332000
375,1938,0.988115,1,0,333,42,0.888000,0.333000
376,2546,0.987930,1,0,334,42,0.888298,0.334000
377,2591,0.987926,0,1,334,43,0.885942,0.334000
378,2551,0.987834,1,0,335,43,0.886243,0.335000
379,2151,0.987819,1,0,336,43,0.886544,0.336000
380,2503,0.987746,1,0,337,43,0.886842,0.337000
381,2549,0.987708,1,0,338,43,0.887139,0.338000
382,1915,0.987683,0,1,338,44,0.884817,0.338000
383,1116,0.987622,0,1,338,45,0.882507,0.338000
384,1426,0.987606,0,1,338,46,0.880208,0.338000
385,2473,0.987524,1,0,339,46,0.880519,0.339000
386,2524,0.987522,1,0,340,46,0.880829,0.340000
387,2613,0.987472,1,0,341,46,0.881137,0.341000
388,2583,0.987394,1,0,342,46,0.881443,0.342000
389,2560,0.987389,0,1,342,47,0.879177,0.342000
390,1847,0.987358,0,1,342,48,0.876923,0.342000
391,2633,0.987317,1,0,343,48,0.877238,0.343000
392,2601,0.987281,1,0,344,48,0.877551,0.344000
393,335,0.987226,0,1,344,49,0.875318,0.344000
394,2429,0.987156,1,0,345,49,0.875635,0.345000
395,1986,0.987143,1,0,346,49,0.875949,0.346000
396,2584,0.987059,1,0,347,49,0.876263,0.347000
397,1656,0.987011,0,1,347,50,0.874055,0.347000
398,2587,0.986865,1,0,348,50,0.874372,0.348000
399,2509,0.986811,1,0,349,50,0.874687,0.349000
400,2667,0.986767,1,0,350,50,0.875000,0.350000
401,2695,0.986763,1,0,351,50,0.875312,0.351000
402,2657,0.986683,1,0,352,50,0.875622,0.352000
403,1905,0.986609,1,0,353,50,0.875931,0.353000
404,2098,0.986420,1,0,354,50,0.876238,0.354000
405,2089,0.986377,1,0,355,50,0.876543,0.355000
406,2329,0.986338,1,0,356,50,0.876847,0.356000
407,2561,0.986292,1,0,357,50,0.877150,0.357000
408,1982,0.986238,1,0,358,50,0.877451,0.358000
409,2660,0.986175,1,0,359,50,0.877751,0.359000
410,2018,0.986157,1,0,360,50,0.878049,0.360000
411,2456,0.986078,1,0,361,50,0.878345,0.361000
412,2259,0.985982,1,0,362,50,0.878641,0.362000
413,2665,0.985954,0,1,362,51,0.876513,0.362000
414,2520,0.985916,1,0,363,51,0.876812,0.363000
415,1931,0.985879,1,0,364,51,0.877108,0.364000
416,2468,0.985691,1,0,365,51,0.877404,0.365000
417,2102,0.985600,1,0,366,51,0.877698,0.366000
418,2342,0.985534,1,0,367,51,0.877990,0.367000
419,1980,0.985487,1,0,368,51,0.878282,0.368000
420,2148,0.985477,1,0,369,51,0.878571,0.369000
421,2258,0.985452,1,0,370,51,0.878860,0.370000
422,1976,0.985369,1,0,371,51,0.879147,0.371000
423,2512,0.985354,1,0,372,51,0.879433,0.372000
424,2408,0.985180,1,0,373,51,0.879717,0.373000
425,2294,0.985170,1,0,374,51,0.880000,0.374000
426,2164,0.985131,1,0,375,51,0.880282,0.375000
427,877,0.985061,0,1,375,52,0.878220,0.375000
428,2171,0.984998,0,1,375,53,0.876168,0.375000
429,2272,0.984914,1,0,376,53,0.876457,0.376000
430,1936,0.984906,1,0,377,53,0.876744,0.377000
431,2027,0.984800,1,0,378,53,0.877030,0.378000
432,2545,0.984788,1,0,379,53,0.877315,0.379000
433,2582,0.984525,1,0,380,53,0.877598,0.380000
434,2689,0.984517,1,0,381,53,0.877880,0.381000
435,2676,0.984495,1,0,382,53,0.878161,0.382000
436,2079,0.984439,1,0,383,53,0.878440,0.383000
437,2235,0.984344,1,0,384,53,0.878719,0.384000
438,2645,0.984341,1,0,385,53,0.878995,0.385000
439,2074,0.984314,1,0,386,53,0.879271,0.386000
440,2066,0.984260,1,0,387,53,0.879545,0.387000
441,2505,0.984131,1,0,388,53,0.879819,0.388000
442,2162,0.984040,1,0,389,53,0.880090,0.389000
443,2648,0.983975,1,0,390,53,0.880361,0.390000
444,2155,0.983905,1,0,391,53,0.880631,0.391000
445,2553,0.983851,1,0,392,53,0.880899,0.392000
446,2420,0.983843,0,1,392,54,0.878924,0.392000
447,970,0.983829,0,1,392,55,0.876957,0.392000
448,1192,0.983789,0,1,392,56,0.875000,0.392000
449,685,0.983731,0,1,392,57,0.873051,0.392000
450,2231,0.983731,1,0,393,57,0.873333,0.393000
451,2182,0.983700,0,1,393,58,0.871397,0.393000
452,2176,0.983530,1,0,394,58,0.871681,0.394000
453,1946,0.983282,1,0,395,58,0.871965,0.395000
454,1861,0.983277,0,1,395,59,0.870044,0.395000
455,2628,0.983144,1,0,396,59,0.870330,0.396000
456,1157,0.983066,0,1,396,60,0.868421,0.396000
457,2601,0.982965,1,0,397,60,0.868709,0.397000
458,1977,0.982824,1,0,398,60,0.868996,0.398000
459,1151,0.982668,0,1,398,61,0.867102,0.398000
460,2101,0.982573,1,0,399,61,0.867391,0.399000
461,2295,0.982416,1,0,400,61,0.867679,0.400000
462,2209,0.982414,1,0,401,61,0.867965,0.401000
463,2710,0.982339,1,0,402,61,0.868251,0.402000
464,2662,0.982328,1,0,403,61,0.868534,0.403000
465,2298,0.982158,1,0,404,61,0.868817,0.404000
466,1758,0.982095,0,1,404,62,0.866953,0.404000
467,2004,0.982034,1,0,405,62,0.867238,0.405000
468,2225,0.981992,1,0,406,62,0.867521,0.406000
469,2000,0.981981,1,0,407,62,0.867804,0.407000
470,1829,0.981818,0,1,407,63,0.865957,0.407000
471,2543,0.981810,1,0,408,63,0.866242,0.408000
472,2024,0.981613,1,0,409,63,0.866525,0.409000
473,2031,0.981508,1,0,410,63,0.866808,0.410000
474,2314,0.981488,1,0,411,63,0.867089,0.411000
475,2100,0.981471,1,0,412,63,0.867368,0.412000
476,2410,0.981468,1,0,413,63,0.867647,0.413000
477,2415,0.981451,1,0,414,63,0.867925,0.414000
478,2031,0.981387,1,0,415,63,0.868201,0.415000
479,2093,0.981332,1,0,416,63,0.868476,0.416000
480,2368,0.981115,1,0,417,63,0.868750,0.417000
481,2629,0.981062,1,0,418,63,0.869023,0.418000
482,2122,0.980963,1,0,419,63,0.869295,0.419000
483,1258,0.980906,0,1,419,64,0.867495,0.419000
484,2481,0.980858,1,0,420,64,0.867769,0.420000
485,2052,0.980827,1,0,421,64,0.868041,0.421000
486,2524,0.980784,1,0,422,64,0.868313,0.422000
487,2461,0.980677,0,1,422,65,0.866530,0.422000
488,2094,0.980646,1,0,423,65,0.866803,0.423000
489,2286,0.980631,1,0,424,65,0.867076,0.424000
490,2115,0.980609,1,0,425,65,0.867347,0.425000
491,2701,0.980586,1,0,426,65,0.867617,0.426000
492,2496,0.980539,1,0,427,65,0.867886,0.427000
493,2548,0.980527,0,1,427,66,0.866126,0.427000
494,2088,0.980359,1,0,428,66,0.866397,0.428000
495,2540,0.980160,1,0,429,66,0.866667,0.429000
496,1910,0.980133,1,0,430,66,0.866935,0.430000
497,1081,0.980089,0,1,430,67,0.865191,0.430000
