rank,image,confidence,tp,fp,acc_tp,acc_fp,precision,recall
44,1626,0.999148,1,0,43,1,0.977273,0.043000
45,1552,0.999146,1,0,44,1,0.977778,0.044000
46,1464,0.999110,1,0,45,1,0.978261,0.045000
47,1555,0.999104,1,0,46,1,0.978723,0.046000
48,1233,0.999094,1,0,47,1,0.979167,0.047000
49,1602,0.999050,1,0,48,1,0.979592,0.048000
50,1204,0.999020,1,0,49,1,0.980000,0.049000
51,1030,0.999016,1,0,50,1,0.980392,0.050000
52,1129,0.999012,1,0,51,1,0.980769,0.051000
53,1072,0.999009,1,0,52,1,0.981132,0.052000
54,988,0.998996,1,0,53,1,0.981481,0.053000
55,1367,0.998994,1,0,54,1,0.981818,0.054000
56,1162,0.998973,1,0,55,1,0.982143,0.055000
57,1197,0.998955,1,0,56,1,0.982456,0.056000
58,1211,0.998951,1,0,57,1,0.982759,0.057000
59,1860,0.998950,1,0,58,1,0.983051,0.058000
60,1245,0.998929,1,0,59,1,0.983333,0.059000
61,1166,0.998914,1,0,60,1,0.983607,0.060000
62,1058,0.998914,1,0,61,1,0.983871,0.061000
63,1146,0.998908,1,0,62,1,0.984127,0.062000
64,985,0.998857,1,0,63,1,0.984375,0.063000
65,1323,0.998840,1,0,64,1,0.984615,0.064000
66,1001,0.998835,1,0,65,1,0.984848,0.065000
67,949,0.998802,1,0,66,1,0.985075,0.066000
68,1522,0.998766,1,0,67,1,0.985294,0.067000
69,1651,0.998763,1,0,68,1,0.985507,0.068000
70,986,0.998754,1,0,69,1,0.985714,0.069000
71,1796,0.998738,1,0,70,1,0.985915,0.070000
72,1587,0.998727,1,0,71,1,0.986111,0.071000
73,1854,0.998696,1,0,72,1,0.986301,0.072000
74,1863,0.998695,1,0,73,1,0.986486,0.073000
75,1607,0.998692,1,0,74,1,0.986667,0.074000
76,1532,0.998666,1,0,75,1,0.986842,0.075000
77,1461,0.998663,1,0,76,1,0.987013,0.076000
78,1658,0.998657,1,0,77,1,0.987179,0.077000
79,1144,0.998640,1,0,78,1,0.987342,0.078000
80,1122,0.998639,1,0,79,1,0.987500,0.079000
81,1452,0.998633,1,0,80,1,0.987654,0.080000
82,1738,0.998619,1,0,81,1,0.987805,0.081000
83,1648,0.998587,1,0,82,1,0.987952,0.082000
84,955,0.998567,1,0,83,1,0.988095,0.083000
85,1712,0.998560,1,0,84,1,0.988235,0.084000
86,1764,0.998560,1,0,85,1,0.988372,0.085000
87,1361,0.998531,1,0,86,1,0.988506,0.086000
88,1570,0.998510,1,0,87,1,0.988636,0.087000
89,1395,0.998505,1,0,88,1,0.988764,0.088000
90,1687,0.998494,1,0,89,1,0.988889,0.089000
91,1148,0.998452,1,0,90,1,0.989011,0.090000
92,1667,0.998448,1,0,91,1,0.989130,0.091000
93,1296,0.998414,1,0,92,1,0.989247,0.092000
94,1005,0.998401,1,0,93,1,0.989362,0.093000
95,1661,0.998400,1,0,94,1,0.989474,0.094000
96,1734,0.998371,1,0,95,1,0.989583,0.095000
97,1724,0.998356,1,0,96,1,0.989691,0.096000
98,1371,0.998345,1,0,97,1,0.989796,0.097000
99,1682,0.998342,1,0,98,1,0.989899,0.098000
100,1531,0.998300,1,0,99,1,0.990000,0.099000
101,1336,0.998286,1,0,100,1,0.990099,0.100000
102,942,0.998274,1,0,101,1,0.990196,0.101000
103,1681,0.998257,1,0,102,1,0.990291,0.102000
104,1795,0.998239,1,0,103,1,0.990385,0.103000
105,1313,0.998226,1,0,104,1,0.990476,0.104000
106,1230,0.998191,1,0,105,1,0.990566,0.105000
107,1747,0.998187,1,0,106,1,0.990654,0.106000
108,1684,0.998163,1,0,107,1,0.990741,0.107000
109,1393,0.998119,1,0,108,1,0.990826,0.108000
110,1497,0.998118,1,0,109,1,0.990909,0.109000
111,937,0.998116,1,0,110,1,0.990991,0.110000
112,1084,0.998106,1,0,111,1,0.991071,0.111000
113,1639,0.998086,1,0,112,1,0.991150,0.112000
114,1036,0.998072,1,0,113,1,0.991228,0.113000
115,1101,0.998057,1,0,114,1,0.991304,0.114000
116,1534,0.998053,1,0,115,1,0.991379,0.115000
117,1002,0.998047,1,0,116,1,0.991453,0.116000
118,1363,0.998032,1,0,117,1,0.991525,0.117000
119,1536,0.998026,1,0,118,1,0.991597,0.118000
120,1601,0.998020,1,0,119,1,0.991667,0.119000
121,1546,0.998008,1,0,120,1,0.991736,0.120000
122,1566,0.997967,1,0,121,1,0.991803,0.121000
123,987,0.997953,1,0,122,1,0.991870,0.122000
124,2358,0.997903,0,1,122,2,0.983871,0.122000
125,968,0.997891,1,0,123,2,0.984000,0.123000
126,993,0.997890,1,0,124,2,0.984127,0.124000
127,1689,0.997886,1,0,125,2,0.984252,0.125000
128,1745,0.997852,1,0,126,2,0.984375,0.126000
129,1701,0.997811,1,0,127,2,0.984496,0.127000
130,1486,0.997800,1,0,128,2,0.984615,0.128000
131,1016,0.997793,1,0,129,2,0.984733,0.129000
132,1680,0.997764,1,0,130,2,0.984848,0.130000
133,1874,0.997719,1,0,131,2,0.984962,0.131000
134,1621,0.997645,1,0,132,2,0.985075,0.132000
135,1622,0.997638,1,0,133,2,0.985185,0.133000
136,1567,0.997597,1,0,134,2,0.985294,0.134000
137,1153,0.997568,1,0,135,2,0.985401,0.135000
138,1102,0.997557,1,0,136,2,0.985507,0.136000
139,1067,0.997556,1,0,137,2,0.985612,0.137000
140,1563,0.997544,1,0,138,2,0.985714,0.138000
141,1290,0.997538,1,0,139,2,0.985816,0.139000
142,1812,0.997527,1,0,140,2,0.985915,0.140000
143,1091,0.997519,1,0,141,2,0.986014,0.141000
144,1259,0.997507,1,0,142,2,0.986111,0.142000
145,1045,0.997497,1,0,143,2,0.986207,0.143000
146,1596,0.997493,1,0,144,2,0.986301,0.144000
147,1609,0.997473,1,0,145,2,0.986395,0.145000
148,1256,0.997409,1,0,146,2,0.986486,0.146000
149,1872,0.997396,1,0,147,2,0.986577,0.147000
150,972,0.997355,1,0,148,2,0.986667,0.148000
151,1033,0.997332,1,0,149,2,0.986755,0.149000
152,1198,0.997320,1,0,150,2,0.986842,0.150000
153,1096,0.997296,1,0,151,2,0.986928,0.151000
154,1514,0.997286,1,0,152,2,0.987013,0.152000
155,1713,0.997278,1,0,153,2,0.987097,0.153000
156,1695,0.997277,1,0,154,2,0.987179,0.154000
157,1848,0.997267,1,0,155,2,0.987261,0.155000
158,1385,0.997264,1,0,156,2,0.987342,0.156000
159,1704,0.997254,1,0,157,2,0.987421,0.157000
160,1586,0.997248,1,0,158,2,0.987500,0.158000
161,1779,0.997214,1,0,159,2,0.987578,0.159000
162,1743,0.997167,1,0,160,2,0.987654,0.160000
163,1075,0.997147,1,0,161,2,0.987730,0.161000
164,1527,0.997107,1,0,162,2,0.987805,0.162000
165,1751,0.997085,1,0,163,2,0.987879,0.163000
166,1327,0.997085,1,0,164,2,0.987952,0.164000
167,1754,0.997076,1,0,165,2,0.988024,0.165000
168,1394,0.997065,1,0,166,2,0.988095,0.166000
169,1145,0.996962,1,0,167,2,0.988166,0.167000
170,1611,0.996960,1,0,168,2,0.988235,0.168000
171,1247,0.996943,1,0,169,2,0.988304,0.169000
172,1690,0.996933,1,0,170,2,0.988372,0.170000
173,1037,0.996915,1,0,171,2,0.988439,0.171000
174,1009,0.996906,1,0,172,2,0.988506,0.172000
175,1655,0.996897,1,0,173,2,0.988571,0.173000
176,1541,0.996890,1,0,174,2,0.988636,0.174000
177,1066,0.996870,1,0,175,2,0.988701,0.175000
178,1128,0.996864,1,0,176,2,0.988764,0.176000
179,1487,0.996829,1,0,177,2,0.988827,0.177000
180,1292,0.996813,1,0,178,2,0.988889,0.178000
181,934,0.996806,1,0,179,2,0.988950,0.179000
182,1457,0.996788,1,0,180,2,0.989011,0.180000
183,1766,0.996787,1,0,181,2,0.989071,0.181000
184,1321,0.996776,1,0,182,2,0.989130,0.182000
185,971,0.996761,1,0,183,2,0.989189,0.183000
186,1808,0.996712,1,0,184,2,0.989247,0.184000
187,1780,0.996687,1,0,185,2,0.989305,0.185000
188,1859,0.996668,1,0,186,2,0.989362,0.186000
189,1065,0.996656,1,0,187,2,0.989418,0.187000
190,1295,0.996642,1,0,188,2,0.989474,0.188000
191,1805,0.996618,1,0,189,2,0.989529,0.189000
192,1705,0.996616,1,0,190,2,0.989583,0.190000
193,1553,0.996577,1,0,191,2,0.989637,0.191000
194,1500,0.996532,1,0,192,2,0.989691,0.192000
195,1127,0.996452,1,0,193,2,0.989744,0.193000
196,1722,0.996411,1,0,194,2,0.989796,0.194000
197,966,0.996388,1,0,195,2,0.989848,0.195000
198,1828,0.996350,1,0,196,2,0.989899,0.196000
199,1266,0.996314,1,0,197,2,0.989950,0.197000
200,1050,0.996314,1,0,198,2,0.990000,0.198000
201,1341,0.996264,1,0,199,2,0.990050,0.199000
202,1154,0.996258,1,0,200,2,0.990099,0.200000
203,1544,0.996243,1,0,201,2,0.990148,0.201000
204,1188,0.996212,1,0,202,2,0.990196,0.202000
205,1264,0.996130,1,0,203,2,0.990244,0.203000
206,1019,0.996122,1,0,204,2,0.990291,0.204000
207,1260,0.996105,1,0,205,2,0.990338,0.205000
208,1456,0.996076,1,0,206,2,0.990385,0.206000
209,1111,0.996064,1,0,207,2,0.990431,0.207000
210,1763,0.996038,1,0,208,2,0.990476,0.208000
211,1768,0.996028,1,0,209,2,0.990521,0.209000
212,1647,0.996022,1,0,210,2,0.990566,0.210000
213,1731,0.996021,1,0,211,2,0.990610,0.211000
214,1041,0.996002,1,0,212,2,0.990654,0.212000
215,1261,0.995973,1,0,213,2,0.990698,0.213000
216,1083,0.995965,1,0,214,2,0.990741,0.214000
217,1776,0.995947,1,0,215,2,0.990783,0.215000
218,1200,0.995939,1,0,216,2,0.990826,0.216000
219,1321,0.995931,1,0,217,2,0.990868,0.217000
220,1386,0.995916,1,0,218,2,0.990909,0.218000
221,1068,0.995890,1,0,219,2,0.990950,0.219000
222,1539,0.995883,1,0,220,2,0.990991,0.220000
223,2696,0.995855,0,1,220,3,0.986547,0.220000
224,1716,0.995854,1,0,221,3,0.986607,0.221000
225,1735,0.995847,1,0,222,3,0.986667,0.222000
226,1332,0.995822,1,0,223,3,0.986726,0.223000
227,1137,0.995785,1,0,224,3,0.986784,0.224000
228,1340,0.995778,1,0,225,3,0.986842,0.225000
229,1297,0.995732,1,0,226,3,0.986900,0.226000
230,1726,0.995714,1,0,227,3,0.986957,0.227000
231,1052,0.995704,1,0,228,3,0.987013,0.228000
232,1660,0.995689,1,0,229,3,0.987069,0.229000
233,1077,0.995687,1,0,230,3,0.987124,0.230000
234,1493,0.995628,1,0,231,3,0.987179,0.231000
235,1728,0.995618,1,0,232,3,0.987234,0.232000
236,1765,0.995611,1,0,233,3,0.987288,0.233000
237,1723,0.995603,1,0,234,3,0.987342,0.234000
238,1720,0.995596,1,0,235,3,0.987395,0.235000
239,1272,0.995527,1,0,236,3,0.987448,0.236000
240,1124,0.995507,1,0,237,3,0.987500,0.237000
241,1568,0.995506,1,0,238,3,0.987552,0.238000
242,1703,0.995490,1,0,239,3,0.987603,0.239000
243,1699,0.995470,0,1,239,4,0.983539,0.239000
244,1581,0.995382,1,0,240,4,0.983607,0.240000
245,1612,0.995340,1,0,241,4,0.983673,0.241000
246,1657,0.995266,1,0,242,4,0.983740,0.242000
247,1534,0.995239,1,0,243,4,0.983806,0.243000
248,1761,0.995209,1,0,244,4,0.983871,0.244000
249,950,0.995192,1,0,245,4,0.983936,0.245000
250,1490,0.995189,1,0,246,4,0.984000,0.246000
251,1465,0.995165,1,0,247,4,0.984064,0.247000
252,1771,0.995120,1,0,248,4,0.984127,0.248000
253,1595,0.994996,1,0,249,4,0.984190,0.249000
254,1187,0.994927,1,0,250,4,0.984252,0.250000
255,1488,0.994894,1,0,251,4,0.984314,0.251000
256,1625,0.994887,1,0,252,4,0.984375,0.252000
257,1414,0.994846,1,0,253,4,0.984436,0.253000
258,1737,0.994771,1,0,254,4,0.984496,0.254000
259,1740,0.994759,1,0,255,4,0.984556,0.255000
260,1322,0.994708,1,0,256,4,0.984615,0.256000
261,990,0.994680,1,0,257,4,0.984674,0.257000
262,1675,0.994664,1,0,258,4,0.984733,0.258000
263,1039,0.994660,1,0,259,4,0.984791,0.259000
264,1862,0.994654,1,0,260,4,0.984848,0.260000
265,1509,0.994650,1,0,261,4,0.984906,0.261000
266,1333,0.994626,1,0,262,4,0.984962,0.262000
267,1811,0.994591,1,0,263,4,0.985019,0.263000
268,1228,0.994564,1,0,264,4,0.985075,0.264000
269,1778,0.994559,1,0,265,4,0.985130,0.265000
270,1634,0.994551,1,0,266,4,0.985185,0.266000
271,1491,0.994533,1,0,267,4,0.985240,0.267000
272,1016,0.994530,1,0,268,4,0.985294,0.268000
273,1240,0.994365,1,0,269,4,0.985348,0.269000
274,1059,0.994332,1,0,270,4,0.985401,0.270000
275,1092,0.994330,1,0,271,4,0.985455,0.271000
276,1525,0.994319,1,0,272,4,0.985507,0.272000
277,1683,0.994294,1,0,273,4,0.985560,0.273000
278,1199,0.994271,1,0,274,4,0.985612,0.274000
279,1496,0.994266,1,0,275,4,0.985663,0.275000
280,1678,0.994261,1,0,276,4,0.985714,0.276000
281,1229,0.994215,1,0,277,4,0.985765,0.277000
282,1832,0.994175,1,0,278,4,0.985816,0.278000
283,2282,0.994152,0,1,278,5,0.982332,0.278000
284,1475,0.994149,1,0,279,5,0.982394,0.279000
285,2032,0.994100,0,1,279,6,0.978947,0.279000
286,1653,0.994096,1,0,280,6,0.979021,0.280000
287,1717,0.994091,1,0,281,6,0.979094,0.281000
288,1524,0.994078,1,0,282,6,0.979167,0.282000
289,1060,0.994021,1,0,283,6,0.979239,0.283000
290,1225,0.993991,1,0,284,6,0.979310,0.284000
291,1744,0.993987,1,0,285,6,0.979381,0.285000
292,1186,0.993980,1,0,286,6,0.979452,0.286000
293,1007,0.993909,1,0,287,6,0.979522,0.287000
294,1772,0.993882,1,0,288,6,0.979592,0.288000
295,1506,0.993839,1,0,289,6,0.979661,0.289000
296,1849,0.993807,1,0,290,6,0.979730,0.290000
297,1548,0.993790,1,0,291,6,0.979798,0.291000
298,1100,0.993758,1,0,292,6,0.979866,0.292000
299,1239,0.993758,1,0,293,6,0.979933,0.293000
300,1458,0.993743,1,0,294,6,0.980000,0.294000
301,1086,0.993717,1,0,295,6,0.980066,0.295000
302,1454,0.993694,1,0,296,6,0.980132,0.296000
303,1792,0.993677,1,0,297,6,0.980198,0.297000
304,1287,0.993644,1,0,298,6,0.980263,0.298000
305,1697,0.993546,1,0,299,6,0.980328,0.299000
306,1714,0.993546,1,0,300,6,0.980392,0.300000
307,1011,0.993524,1,0,301,6,0.980456,0.301000
308,1064,0.993481,1,0,302,6,0.980519,0.302000
309,1004,0.993480,1,0,303,6,0.980583,0.303000
310,1676,0.993449,1,0,304,6,0.980645,0.304000
311,960,0.993392,1,0,305,6,0.980707,0.305000
312,1631,0.993385,1,0,306,6,0.980769,0.306000
313,1511,0.993376,1,0,307,6,0.980831,0.307000
314,1624,0.993340,1,0,308,6,0.980892,0.308000
315,1291,0.993328,1,0,309,6,0.980952,0.309000
316,1499,0.993326,1,0,310,6,0.981013,0.310000
317,1688,0.993270,1,0,311,6,0.981073,0.311000
318,1777,0.993250,1,0,312,6,0.981132,0.312000
319,1489,0.993209,1,0,313,6,0.981191,0.313000
320,1135,0.993173,1,0,314,6,0.981250,0.314000
321,1210,0.993169,1,0,315,6,0.981308,0.315000
322,1619,0.993131,1,0,316,6,0.981366,0.316000
323,1445,0.993116,1,0,317,6,0.981424,0.317000
324,1365,0.993116,1,0,318,6,0.981481,0.318000
325,1477,0.993091,1,0,319,6,0.981538,0.319000
326,2167,0.993022,0,1,319,7,0.978528,0.319000
327,1519,0.992982,1,0,320,7,0.978593,0.320000
328,1453,0.992982,1,0,321,7,0.978659,0.321000
329,1498,0.992750,1,0,322,7,0.978723,0.322000
330,1749,0.992734,1,0,323,7,0.978788,0.323000
331,997,0.992560,1,0,324,7,0.978852,0.324000
332,1799,0.992546,1,0,325,7,0.978916,0.325000
333,1504,0.992503,1,0,326,7,0.978979,0.326000
334,1278,0.992502,1,0,327,7,0.979042,0.327000
335,1629,0.992500,1,0,328,7,0.979104,0.328000
336,1251,0.992496,1,0,329,7,0.979167,0.329000
337,1679,0.992439,1,0,330,7,0.979228,0.330000
338,1076,0.992423,1,0,331,7,0.979290,0.331000
339,1053,0.992284,1,0,332,7,0.979351,0.332000
340,951,0.992220,1,0,333,7,0.979412,0.333000
341,1628,0.992188,0,1,333,8,0.976540,0.333000
342,1732,0.992179,1,0,334,8,0.976608,0.334000
343,1698,0.992178,0,1,334,9,0.973761,0.334000
344,1663,0.992169,1,0,335,9,0.973837,0.335000
345,1312,0.992148,1,0,336,9,0.973913,0.336000
346,1460,0.992110,1,0,337,9,0.973988,0.337000
347,1174,0.992104,1,0,338,9,0.974063,0.338000
348,999,0.991966,1,0,339,9,0.974138,0.339000
349,1370,0.991962,1,0,340,9,0.974212,0.340000
350,2116,0.991924,0,1,340,10,0.971429,0.340000
351,1793,0.991888,1,0,341,10,0.971510,0.341000
352,1215,0.991886,1,0,342,10,0.971591,0.342000
353,1613,0.991748,1,0,343,10,0.971671,0.343000
354,1085,0.991712,1,0,344,10,0.971751,0.344000
355,1055,0.991708,1,0,345,10,0.971831,0.345000
356,1549,0.991684,1,0,346,10,0.971910,0.346000
357,1413,0.991668,1,0,347,10,0.971989,0.347000
358,1201,0.991614,1,0,348,10,0.972067,0.348000
359,1753,0.991597,1,0,349,10,0.972145,0.349000
360,1870,0.991512,1,0,350,10,0.972222,0.350000
361,1425,0.991412,1,0,351,10,0.972299,0.351000
362,1485,0.991374,1,0,352,10,0.972376,0.352000
363,1279,0.991371,1,0,353,10,0.972452,0.353000
364,1126,0.991365,1,0,354,10,0.972527,0.354000
365,1869,0.991340,1,0,355,10,0.972603,0.355000
366,1725,0.991326,1,0,356,10,0.972678,0.356000
367,1708,0.991320,1,0,357,10,0.972752,0.357000
368,1558,0.991242,1,0,358,10,0.972826,0.358000
369,1329,0.991203,1,0,359,10,0.972900,0.359000
370,1097,0.991186,1,0,360,10,0.972973,0.360000
371,1063,0.991156,1,0,361,10,0.973046,0.361000
372,1136,0.991117,1,0,362,10,0.973118,0.362000
373,1816,0.991074,1,0,363,10,0.973190,0.363000
374,1853,0.991072,1,0,364,10,0.973262,0.364000
375,994,0.991035,1,0,365,10,0.973333,0.365000
376,1238,0.991027,1,0,366,10,0.973404,0.366000
377,1844,0.990980,1,0,367,10,0.973475,0.367000
378,1167,0.990935,1,0,368,10,0.973545,0.368000
379,1664,0.990908,1,0,369,10,0.973615,0.369000
380,1814,0.990848,1,0,370,10,0.973684,0.370000
381,1520,0.990788,1,0,371,10,0.973753,0.371000
382,1554,0.990770,1,0,372,10,0.973822,0.372000
383,1646,0.990726,1,0,373,10,0.973890,0.373000
384,1505,0.990716,1,0,374,10,0.973958,0.374000
385,1548,0.990690,1,0,375,10,0.974026,0.375000
386,958,0.990600,1,0,376,10,0.974093,0.376000
387,2212,0.990595,0,1,376,11,0.971576,0.376000
388,1362,0.990455,1,0,377,11,0.971649,0.377000
389,1767,0.990389,1,0,378,11,0.971722,0.378000
390,1089,0.990377,1,0,379,11,0.971795,0.379000
391,1120,0.990289,1,0,380,11,0.971867,0.380000
392,1368,0.990257,1,0,381,11,0.971939,0.381000
393,1535,0.990253,1,0,382,11,0.972010,0.382000
394,1645,0.990051,1,0,383,11,0.972081,0.383000
395,1104,0.989951,1,0,384,11,0.972152,0.384000
396,1176,0.989919,1,0,385,11,0.972222,0.385000
397,1510,0.989746,1,0,386,11,0.972292,0.386000
398,1773,0.989713,1,0,387,11,0.972362,0.387000
399,1800,0.989710,1,0,388,11,0.972431,0.388000
400,1674,0.989667,1,0,389,11,0.972500,0.389000
401,1449,0.989634,1,0,390,11,0.972569,0.390000
402,1801,0.989608,1,0,391,11,0.972637,0.391000
403,1087,0.989607,1,0,392,11,0.972705,0.392000
404,959,0.989575,1,0,393,11,0.972772,0.393000
405,1255,0.989515,1,0,394,11,0.972840,0.394000
406,1589,0.989432,1,0,395,11,0.972906,0.395000
407,1293,0.989290,1,0,396,11,0.972973,0.396000
408,992,0.989257,1,0,397,11,0.973039,0.397000
409,1819,0.989191,1,0,398,11,0.973105,0.398000
410,1530,0.989122,1,0,399,11,0.973171,0.399000
411,1867,0.989112,1,0,400,11,0.973236,0.400000
412,949,0.988939,1,0,401,11,0.973301,0.401000
413,1864,0.988872,1,0,402,11,0.973366,0.402000
414,1310,0.988814,1,0,403,11,0.973430,0.403000
415,1271,0.988771,1,0,404,11,0.973494,0.404000
416,1774,0.988697,1,0,405,11,0.973558,0.405000
417,1468,0.988548,1,0,406,11,0.973621,0.406000
418,1063,0.988218,1,0,407,11,0.973684,0.407000
419,1614,0.988032,1,0,408,11,0.973747,0.408000
420,976,0.988006,1,0,409,11,0.973810,0.409000
421,1094,0.987803,1,0,410,11,0.973872,0.410000
422,1775,0.987802,1,0,411,11,0.973934,0.411000
423,1462,0.987768,1,0,412,11,0.973995,0.412000
424,1715,0.987688,1,0,413,11,0.974057,0.413000
425,1133,0.987675,1,0,414,11,0.974118,0.414000
426,1423,0.987662,1,0,415,11,0.974178,0.415000
427,1018,0.987641,1,0,416,11,0.974239,0.416000
428,1110,0.987588,1,0,417,11,0.974299,0.417000
429,1270,0.987579,1,0,418,11,0.974359,0.418000
430,1469,0.987426,1,0,419,11,0.974419,0.419000
431,1069,0.987386,1,0,420,11,0.974478,0.420000
432,1269,0.987348,1,0,421,11,0.974537,0.421000
433,1534,0.987328,1,0,422,11,0.974596,0.422000
434,1736,0.987265,1,0,423,11,0.974654,0.423000
435,1788,0.987204,1,0,424,11,0.974713,0.424000
436,1014,0.987180,1,0,425,11,0.974771,0.425000
437,1840,0.987174,1,0,426,11,0.974828,0.426000
438,1730,0.987073,1,0,427,11,0.974886,0.427000
439,1642,0.987061,1,0,428,11,0.974943,0.428000
440,1378,0.987056,1,0,429,11,0.975000,0.429000
441,1434,0.986865,1,0,430,11,0.975057,0.430000
442,1547,0.986799,1,0,431,11,0.975113,0.431000
443,1746,0.986623,1,0,432,11,0.975169,0.432000
444,1562,0.986611,1,0,433,11,0.975225,0.433000
445,1600,0.986553,1,0,434,11,0.975281,0.434000
446,1114,0.986468,1,0,435,11,0.975336,0.435000
447,998,0.986456,1,0,436,11,0.975391,0.436000
448,1856,0.986343,1,0,437,11,0.975446,0.437000
449,1232,0.986196,1,0,438,11,0.975501,0.438000
450,1006,0.986154,1,0,439,11,0.975556,0.439000
451,1207,0.986073,1,0,440,11,0.975610,0.440000
452,1471,0.985988,1,0,441,11,0.975664,0.441000
453,969,0.985949,1,0,442,11,0.975717,0.442000
454,1526,0.985836,1,0,443,11,0.975771,0.443000
455,982,0.985749,1,0,444,11,0.975824,0.444000
456,1627,0.985726,1,0,445,11,0.975877,0.445000
457,1710,0.985723,1,0,446,11,0.975930,0.446000
458,1049,0.985571,1,0,447,11,0.975983,0.447000
459,1113,0.985528,1,0,448,11,0.976035,0.448000
460,1391,0.985302,1,0,449,11,0.976087,0.449000
461,1727,0.985245,1,0,450,11,0.976139,0.450000
462,1660,0.985163,1,0,451,11,0.976190,0.451000
463,1430,0.985044,1,0,452,11,0.976242,0.452000
464,1373,0.985025,1,0,453,11,0.976293,0.453000
465,2179,0.984943,0,1,453,12,0.974194,0.453000
466,1182,0.984783,1,0,454,12,0.974249,0.454000
467,1750,0.984680,1,0,455,12,0.974304,0.455000
468,1213,0.984680,1,0,456,12,0.974359,0.456000
469,1606,0.984658,1,0,457,12,0.974414,0.457000
470,1603,0.984455,1,0,458,12,0.974468,0.458000
471,1331,0.984430,1,0,459,12,0.974522,0.459000
472,1459,0.984424,1,0,460,12,0.974576,0.460000
473,1384,0.984393,1,0,461,12,0.974630,0.461000
474,1824,0.984349,1,0,462,12,0.974684,0.462000
475,1078,0.984344,1,0,463,12,0.974737,0.463000
476,1755,0.984239,1,0,464,12,0.974790,0.464000
477,1617,0.984234,1,0,465,12,0.974843,0.465000
478,1358,0.984212,1,0,466,12,0.974895,0.466000
479,1517,0.983996,1,0,467,12,0.974948,0.467000
480,1803,0.983715,1,0,468,12,0.975000,0.468000
481,1548,0.983661,1,0,469,12,0.975052,0.469000
482,1608,0.983636,1,0,470,12,0.975104,0.470000
483,1540,0.983608,0,1,470,13,0.973085,0.470000
484,1017,0.983566,1,0,471,13,0.973140,0.471000
485,1484,0.983517,1,0,472,13,0.973196,0.472000
486,1575,0.983246,1,0,473,13,0.973251,0.473000
487,1729,0.983153,1,0,474,13,0.973306,0.474000
488,1503,0.983080,1,0,475,13,0.973361,0.475000
489,1672,0.982982,1,0,476,13,0.973415,0.476000
490,1866,0.982953,1,0,477,13,0.973469,0.477000
491,1224,0.982926,1,0,478,13,0.973523,0.478000
492,1263,0.982895,1,0,479,13,0.973577,0.479000
493,1825,0.982836,1,0,480,13,0.973631,0.480000
494,1079,0.982626,1,0,481,13,0.973684,0.481000
495,1431,0.982512,1,0,482,13,0.973737,0.482000
496,976,0.982446,1,0,483,13,0.973790,0.483000
497,1062,0.982411,1,0,484,13,0.973843,0.484000
498,1231,0.982240,1,0,485,13,0.973896,0.485000
