rank,image,confidence,tp,fp,acc_tp,acc_fp,precision,recall
94,348,0.999888,1,0,92,2,0.978723,0.092000
95,781,0.999887,1,0,93,2,0.978947,0.093000
96,626,0.999885,1,0,94,2,0.979167,0.094000
97,716,0.999883,1,0,95,2,0.979381,0.095000
98,854,0.999883,1,0,96,2,0.979592,0.096000
99,247,0.999883,1,0,97,2,0.979798,0.097000
100,107,0.999883,1,0,98,2,0.980000,0.098000
101,397,0.999880,1,0,99,2,0.980198,0.099000
102,18,0.999880,1,0,100,2,0.980392,0.100000
103,426,0.999879,1,0,101,2,0.980583,0.101000
104,2369,0.999879,0,1,101,3,0.971154,0.101000
105,258,0.999878,1,0,102,3,0.971429,0.102000
106,658,0.999877,1,0,103,3,0.971698,0.103000
107,209,0.999874,1,0,104,3,0.971963,0.104000
108,17,0.999872,1,0,105,3,0.972222,0.105000
109,564,0.999872,1,0,106,3,0.972477,0.106000
110,636,0.999869,1,0,107,3,0.972727,0.107000
111,261,0.999868,1,0,108,3,0.972973,0.108000
112,601,0.999867,1,0,109,3,0.973214,0.109000
113,837,0.999865,1,0,110,3,0.973451,0.110000
114,523,0.999864,1,0,111,3,0.973684,0.111000
115,120,0.999863,1,0,112,3,0.973913,0.112000
116,395,0.999862,1,0,113,3,0.974138,0.113000
117,26,0.999861,1,0,114,3,0.974359,0.114000
118,871,0.999859,1,0,115,3,0.974576,0.115000
119,841,0.999858,1,0,116,3,0.974790,0.116000
120,576,0.999850,1,0,117,3,0.975000,0.117000
121,178,0.999849,1,0,118,3,0.975207,0.118000
122,851,0.999848,1,0,119,3,0.975410,0.119000
123,369,0.999848,1,0,120,3,0.975610,0.120000
124,51,0.999845,1,0,121,3,0.975806,0.121000
125,189,0.999844,1,0,122,3,0.976000,0.122000
126,383,0.999842,1,0,123,3,0.976190,0.123000
127,682,0.999842,1,0,124,3,0.976378,0.124000
128,917,0.999842,1,0,125,3,0.976562,0.125000
129,321,0.999840,1,0,126,3,0.976744,0.126000
130,182,0.999840,1,0,127,3,0.976923,0.127000
131,380,0.999838,1,0,128,3,0.977099,0.128000
132,863,0.999838,1,0,129,3,0.977273,0.129000
133,22,0.999838,1,0,130,3,0.977444,0.130000
134,897,0.999834,1,0,131,3,0.977612,0.131000
135,756,0.999834,1,0,132,3,0.977778,0.132000
136,244,0.999833,1,0,133,3,0.977941,0.133000
137,112,0.999833,1,0,134,3,0.978102,0.134000
138,927,0.999832,1,0,135,3,0.978261,0.135000
139,754,0.999831,1,0,136,3,0.978417,0.136000
140,376,0.999831,1,0,137,3,0.978571,0.137000
141,66,0.999830,1,0,138,3,0.978723,0.138000
142,623,0.999829,1,0,139,3,0.978873,0.139000
143,48,0.999828,1,0,140,3,0.979021,0.140000
144,518,0.999824,1,0,141,3,0.979167,0.141000
145,1857,0.999820,0,1,141,4,0.972414,0.141000
146,141,0.999819,1,0,142,4,0.972603,0.142000
147,489,0.999815,1,0,143,4,0.972789,0.143000
148,330,0.999812,1,0,144,4,0.972973,0.144000
149,860,0.999810,1,0,145,4,0.973154,0.145000
150,789,0.999810,1,0,146,4,0.973333,0.146000
151,102,0.999809,1,0,147,4,0.973510,0.147000
152,571,0.999809,1,0,148,4,0.973684,0.148000
153,609,0.999807,1,0,149,4,0.973856,0.149000
154,101,0.999806,1,0,150,4,0.974026,0.150000
155,77,0.999801,1,0,151,4,0.974194,0.151000
156,96,0.999801,1,0,152,4,0.974359,0.152000
157,329,0.999800,1,0,153,4,0.974522,0.153000
158,381,0.999800,1,0,154,4,0.974684,0.154000
159,695,0.999799,1,0,155,4,0.974843,0.155000
160,801,0.999799,1,0,156,4,0.975000,0.156000
161,163,0.999799,1,0,157,4,0.975155,0.157000
162,907,0.999799,1,0,158,4,0.975309,0.158000
163,308,0.999797,1,0,159,4,0.975460,0.159000
164,2318,0.999795,0,1,159,5,0.969512,0.159000
165,337,0.999793,1,0,160,5,0.969697,0.160000
166,174,0.999792,1,0,161,5,0.969880,0.161000
167,203,0.999790,1,0,162,5,0.970060,0.162000
168,242,0.999790,1,0,163,5,0.970238,0.163000
169,117,0.999786,1,0,164,5,0.970414,0.164000
170,300,0.999785,0,1,164,6,0.964706,0.164000
171,121,0.999783,1,0,165,6,0.964912,0.165000
172,624,0.999782,1,0,166,6,0.965116,0.166000
173,299,0.999782,1,0,167,6,0.965318,0.167000
174,246,0.999778,1,0,168,6,0.965517,0.168000
175,1977,0.999777,0,1,168,7,0.960000,0.168000
176,294,0.999774,1,0,169,7,0.960227,0.169000
177,620,0.999771,1,0,170,7,0.960452,0.170000
178,417,0.999768,1,0,171,7,0.960674,0.171000
179,903,0.999768,1,0,172,7,0.960894,0.172000
180,148,0.999767,1,0,173,7,0.961111,0.173000
181,368,0.999767,1,0,174,7,0.961326,0.174000
182,118,0.999763,1,0,175,7,0.961538,0.175000
183,433,0.999761,1,0,176,7,0.961749,0.176000
184,684,0.999760,1,0,177,7,0.961957,0.177000
185,364,0.999760,1,0,178,7,0.962162,0.178000
186,128,0.999757,1,0,179,7,0.962366,0.179000
187,33,0.999753,1,0,180,7,0.962567,0.180000
188,570,0.999752,1,0,181,7,0.962766,0.181000
189,457,0.999748,1,0,182,7,0.962963,0.182000
190,456,0.999748,1,0,183,7,0.963158,0.183000
191,448,0.999747,1,0,184,7,0.963351,0.184000
192,772,0.999747,1,0,185,7,0.963542,0.185000
193,758,0.999745,1,0,186,7,0.963731,0.186000
194,442,0.999745,1,0,187,7,0.963918,0.187000
195,2032,0.999742,0,1,187,8,0.958974,0.187000
196,113,0.999741,1,0,188,8,0.959184,0.188000
197,202,0.999741,1,0,189,8,0.959391,0.189000
198,283,0.999736,1,0,190,8,0.959596,0.190000
199,311,0.999736,1,0,191,8,0.959799,0.191000
200,651,0.999734,1,0,192,8,0.960000,0.192000
201,361,0.999734,1,0,193,8,0.960199,0.193000
202,243,0.999731,1,0,194,8,0.960396,0.194000
203,1906,0.999729,0,1,194,9,0.955665,0.194000
204,753,0.999725,1,0,195,9,0.955882,0.195000
205,212,0.999723,1,0,196,9,0.956098,0.196000
206,761,0.999723,1,0,197,9,0.956311,0.197000
207,95,0.999723,1,0,198,9,0.956522,0.198000
208,14,0.999722,0,1,198,10,0.951923,0.198000
209,312,0.999722,1,0,199,10,0.952153,0.199000
210,644,0.999721,1,0,200,10,0.952381,0.200000
211,746,0.999721,1,0,201,10,0.952607,0.201000
212,774,0.999721,1,0,202,10,0.952830,0.202000
213,878,0.999720,1,0,203,10,0.953052,0.203000
214,676,0.999718,1,0,204,10,0.953271,0.204000
215,734,0.999717,1,0,205,10,0.953488,0.205000
216,384,0.999710,1,0,206,10,0.953704,0.206000
217,471,0.999708,1,0,207,10,0.953917,0.207000
218,444,0.999705,1,0,208,10,0.954128,0.208000
219,68,0.999704,1,0,209,10,0.954338,0.209000
220,73,0.999704,1,0,210,10,0.954545,0.210000
221,277,0.999703,1,0,211,10,0.954751,0.211000
222,606,0.999695,1,0,212,10,0.954955,0.212000
223,1720,0.999693,0,1,212,11,0.950673,0.212000
224,25,0.999691,1,0,213,11,0.950893,0.213000
225,478,0.999690,0,1,213,12,0.946667,0.213000
226,845,0.999689,1,0,214,12,0.946903,0.214000
227,900,0.999689,1,0,215,12,0.947137,0.215000
228,498,0.999688,1,0,216,12,0.947368,0.216000
229,70,0.999686,1,0,217,12,0.947598,0.217000
230,297,0.999686,1,0,218,12,0.947826,0.218000
231,833,0.999685,1,0,219,12,0.948052,0.219000
232,52,0.999684,1,0,220,12,0.948276,0.220000
233,109,0.999683,1,0,221,12,0.948498,0.221000
234,521,0.999674,1,0,222,12,0.948718,0.222000
235,508,0.999674,1,0,223,12,0.948936,0.223000
236,680,0.999674,1,0,224,12,0.949153,0.224000
237,379,0.999673,1,0,225,12,0.949367,0.225000
238,13,0.999673,1,0,226,12,0.949580,0.226000
239,692,0.999673,1,0,227,12,0.949791,0.227000
240,612,0.999664,1,0,228,12,0.950000,0.228000
241,255,0.999658,1,0,229,12,0.950207,0.229000
242,514,0.999658,1,0,230,12,0.950413,0.230000
243,343,0.999657,1,0,231,12,0.950617,0.231000
244,633,0.999657,1,0,232,12,0.950820,0.232000
245,132,0.999655,1,0,233,12,0.951020,0.233000
246,909,0.999653,1,0,234,12,0.951220,0.234000
247,683,0.999652,1,0,235,12,0.951417,0.235000
248,464,0.999652,1,0,236,12,0.951613,0.236000
249,432,0.999651,1,0,237,12,0.951807,0.237000
250,2153,0.999651,0,1,237,13,0.948000,0.237000
251,1990,0.999650,0,1,237,14,0.944223,0.237000
252,629,0.999650,1,0,238,14,0.944444,0.238000
253,672,0.999648,1,0,239,14,0.944664,0.239000
254,908,0.999647,1,0,240,14,0.944882,0.240000
255,770,0.999647,1,0,241,14,0.945098,0.241000
256,97,0.999645,1,0,242,14,0.945312,0.242000
257,482,0.999634,1,0,243,14,0.945525,0.243000
258,827,0.999634,1,0,244,14,0.945736,0.244000
259,826,0.999630,1,0,245,14,0.945946,0.245000
260,374,0.999629,1,0,246,14,0.946154,0.246000
261,549,0.999629,1,0,247,14,0.946360,0.247000
262,85,0.999627,1,0,248,14,0.946565,0.248000
263,305,0.999619,1,0,249,14,0.946768,0.249000
264,116,0.999619,1,0,250,14,0.946970,0.250000
265,687,0.999613,1,0,251,14,0.947170,0.251000
266,267,0.999608,1,0,252,14,0.947368,0.252000
267,745,0.999601,1,0,253,14,0.947566,0.253000
268,870,0.999599,1,0,254,14,0.947761,0.254000
269,435,0.999598,1,0,255,14,0.947955,0.255000
270,743,0.999597,1,0,256,14,0.948148,0.256000
271,47,0.999596,1,0,257,14,0.948339,0.257000
272,213,0.999592,1,0,258,14,0.948529,0.258000
273,646,0.999591,1,0,259,14,0.948718,0.259000
274,57,0.999590,1,0,260,14,0.948905,0.260000
275,287,0.999586,1,0,261,14,0.949091,0.261000
276,327,0.999586,1,0,262,14,0.949275,0.262000
277,80,0.999581,1,0,263,14,0.949458,0.263000
278,494,0.999580,1,0,264,14,0.949640,0.264000
279,375,0.999580,1,0,265,14,0.949821,0.265000
280,737,0.999580,1,0,266,14,0.950000,0.266000
281,575,0.999578,1,0,267,14,0.950178,0.267000
282,62,0.999577,1,0,268,14,0.950355,0.268000
283,153,0.999577,1,0,269,14,0.950530,0.269000
284,170,0.999575,1,0,270,14,0.950704,0.270000
285,270,0.999572,1,0,271,14,0.950877,0.271000
286,138,0.999571,1,0,272,14,0.951049,0.272000
287,431,0.999568,1,0,273,14,0.951220,0.273000
288,158,0.999568,1,0,274,14,0.951389,0.274000
289,188,0.999567,1,0,275,14,0.951557,0.275000
290,730,0.999565,1,0,276,14,0.951724,0.276000
291,739,0.999562,1,0,277,14,0.951890,0.277000
292,797,0.999554,1,0,278,14,0.952055,0.278000
293,194,0.999551,1,0,279,14,0.952218,0.279000
294,266,0.999550,1,0,280,14,0.952381,0.280000
295,897,0.999545,1,0,281,14,0.952542,0.281000
296,513,0.999545,1,0,282,14,0.952703,0.282000
297,726,0.999544,1,0,283,14,0.952862,0.283000
298,614,0.999541,1,0,284,14,0.953020,0.284000
299,229,0.999539,1,0,285,14,0.953177,0.285000
300,399,0.999536,1,0,286,14,0.953333,0.286000
301,326,0.999535,1,0,287,14,0.953488,0.287000
302,555,0.999535,1,0,288,14,0.953642,0.288000
303,519,0.999535,1,0,289,14,0.953795,0.289000
304,143,0.999534,1,0,290,14,0.953947,0.290000
305,694,0.999534,1,0,291,14,0.954098,0.291000
306,20,0.999532,1,0,292,14,0.954248,0.292000
307,424,0.999532,1,0,293,14,0.954397,0.293000
308,888,0.999531,1,0,294,14,0.954545,0.294000
309,91,0.999529,1,0,295,14,0.954693,0.295000
310,562,0.999527,1,0,296,14,0.954839,0.296000
311,323,0.999525,1,0,297,14,0.954984,0.297000
312,920,0.999524,1,0,298,14,0.955128,0.298000
313,590,0.999524,1,0,299,14,0.955272,0.299000
314,895,0.999521,1,0,300,14,0.955414,0.300000
315,2167,0.999520,0,1,300,15,0.952381,0.300000
316,134,0.999517,1,0,301,15,0.952532,0.301000
317,300,0.999515,1,0,302,15,0.952681,0.302000
318,81,0.999513,1,0,303,15,0.952830,0.303000
319,717,0.999510,1,0,304,15,0.952978,0.304000
320,752,0.999507,1,0,305,15,0.953125,0.305000
321,804,0.999505,1,0,306,15,0.953271,0.306000
322,467,0.999502,1,0,307,15,0.953416,0.307000
323,342,0.999502,1,0,308,15,0.953560,0.308000
324,393,0.999502,1,0,309,15,0.953704,0.309000
325,359,0.999500,1,0,310,15,0.953846,0.310000
326,370,0.999495,1,0,311,15,0.953988,0.311000
327,813,0.999492,1,0,312,15,0.954128,0.312000
328,661,0.999491,1,0,313,15,0.954268,0.313000
329,582,0.999489,1,0,314,15,0.954407,0.314000
330,310,0.999485,1,0,315,15,0.954545,0.315000
331,221,0.999485,1,0,316,15,0.954683,0.316000
332,479,0.999483,1,0,317,15,0.954819,0.317000
333,600,0.999482,1,0,318,15,0.954955,0.318000
334,413,0.999482,1,0,319,15,0.955090,0.319000
335,919,0.999481,1,0,320,15,0.955224,0.320000
336,819,0.999481,1,0,321,15,0.955357,0.321000
337,916,0.999480,1,0,322,15,0.955490,0.322000
338,1767,0.999472,0,1,322,16,0.952663,0.322000
339,347,0.999472,1,0,323,16,0.952802,0.323000
340,861,0.999466,1,0,324,16,0.952941,0.324000
341,270,0.999462,0,1,324,17,0.950147,0.324000
342,876,0.999460,1,0,325,17,0.950292,0.325000
343,196,0.999459,1,0,326,17,0.950437,0.326000
344,904,0.999453,1,0,327,17,0.950581,0.327000
345,608,0.999451,1,0,328,17,0.950725,0.328000
346,2424,0.999447,0,1,328,18,0.947977,0.328000
347,729,0.999446,1,0,329,18,0.948127,0.329000
348,814,0.999439,1,0,330,18,0.948276,0.330000
349,401,0.999435,1,0,331,18,0.948424,0.331000
350,265,0.999435,1,0,332,18,0.948571,0.332000
351,740,0.999434,1,0,333,18,0.948718,0.333000
352,880,0.999433,1,0,334,18,0.948864,0.334000
353,597,0.999429,1,0,335,18,0.949008,0.335000
354,483,0.999418,1,0,336,18,0.949153,0.336000
355,190,0.999416,1,0,337,18,0.949296,0.337000
356,921,0.999415,1,0,338,18,0.949438,0.338000
357,766,0.999414,1,0,339,18,0.949580,0.339000
358,262,0.999410,1,0,340,18,0.949721,0.340000
359,441,0.999403,1,0,341,18,0.949861,0.341000
360,38,0.999395,1,0,342,18,0.950000,0.342000
361,231,0.999394,1,0,343,18,0.950139,0.343000
362,273,0.999393,1,0,344,18,0.950276,0.344000
363,34,0.999391,1,0,345,18,0.950413,0.345000
364,389,0.999391,1,0,346,18,0.950549,0.346000
365,414,0.999388,1,0,347,18,0.950685,0.347000
366,63,0.999388,1,0,348,18,0.950820,0.348000
367,16,0.999385,1,0,349,18,0.950954,0.349000
368,154,0.999385,1,0,350,18,0.951087,0.350000
369,193,0.999377,1,0,351,18,0.951220,0.351000
370,234,0.999374,1,0,352,18,0.951351,0.352000
371,805,0.999373,1,0,353,18,0.951482,0.353000
372,589,0.999369,1,0,354,18,0.951613,0.354000
373,670,0.999368,1,0,355,18,0.951743,0.355000
374,579,0.999368,1,0,356,18,0.951872,0.356000
375,230,0.999366,1,0,357,18,0.952000,0.357000
376,650,0.999358,1,0,358,18,0.952128,0.358000
377,918,0.999356,1,0,359,18,0.952255,0.359000
378,461,0.999355,1,0,360,18,0.952381,0.360000
379,224,0.999353,1,0,361,18,0.952507,0.361000
380,495,0.999348,1,0,362,18,0.952632,0.362000
381,250,0.999345,1,0,363,18,0.952756,0.363000
382,530,0.999344,1,0,364,18,0.952880,0.364000
383,577,0.999342,1,0,365,18,0.953003,0.365000
384,568,0.999341,1,0,366,18,0.953125,0.366000
385,122,0.999332,1,0,367,18,0.953247,0.367000
386,409,0.999328,1,0,368,18,0.953368,0.368000
387,7,0.999328,1,0,369,18,0.953488,0.369000
388,788,0.999326,1,0,370,18,0.953608,0.370000
389,1848,0.999319,0,1,370,19,0.951157,0.370000
390,104,0.999317,1,0,371,19,0.951282,0.371000
391,215,0.999317,1,0,372,19,0.951407,0.372000
392,709,0.999309,1,0,373,19,0.951531,0.373000
393,156,0.999307,1,0,374,19,0.951654,0.374000
394,718,0.999306,1,0,375,19,0.951777,0.375000
395,618,0.999301,1,0,376,19,0.951899,0.376000
396,480,0.999298,1,0,377,19,0.952020,0.377000
397,893,0.999290,1,0,378,19,0.952141,0.378000
398,531,0.999282,1,0,379,19,0.952261,0.379000
399,315,0.999280,1,0,380,19,0.952381,0.380000
400,552,0.999277,1,0,381,19,0.952500,0.381000
401,286,0.999277,1,0,382,19,0.952618,0.382000
402,388,0.999276,1,0,383,19,0.952736,0.383000
403,403,0.999273,1,0,384,19,0.952854,0.384000
404,240,0.999269,1,0,385,19,0.952970,0.385000
405,896,0.999257,1,0,386,19,0.953086,0.386000
406,491,0.999257,1,0,387,19,0.953202,0.387000
407,681,0.999253,1,0,388,19,0.953317,0.388000
408,767,0.999249,1,0,389,19,0.953431,0.389000
409,696,0.999243,1,0,390,19,0.953545,0.390000
410,256,0.999237,1,0,391,19,0.953659,0.391000
411,689,0.999233,1,0,392,19,0.953771,0.392000
412,2098,0.999229,0,1,392,20,0.951456,0.392000
413,621,0.999226,1,0,393,20,0.951574,0.393000
414,451,0.999224,1,0,394,20,0.951691,0.394000
415,135,0.999219,1,0,395,20,0.951807,0.395000
416,765,0.999216,1,0,396,20,0.951923,0.396000
417,714,0.999213,1,0,397,20,0.952038,0.397000
418,217,0.999209,1,0,398,20,0.952153,0.398000
419,615,0.999206,1,0,399,20,0.952267,0.399000
420,142,0.999206,1,0,400,20,0.952381,0.400000
421,652,0.999206,1,0,401,20,0.952494,0.401000
422,639,0.999205,1,0,402,20,0.952607,0.402000
423,1595,0.999203,0,1,402,21,0.950355,0.402000
424,354,0.999202,1,0,403,21,0.950472,0.403000
425,44,0.999202,1,0,404,21,0.950588,0.404000
426,843,0.999200,1,0,405,21,0.950704,0.405000
427,416,0.999198,1,0,406,21,0.950820,0.406000
428,769,0.999197,0,1,406,22,0.948598,0.406000
429,157,0.999197,1,0,407,22,0.948718,0.407000
430,738,0.999196,1,0,408,22,0.948837,0.408000
431,150,0.999193,1,0,409,22,0.948956,0.409000
432,507,0.999191,1,0,410,22,0.949074,0.410000
433,220,0.999189,1,0,411,22,0.949192,0.411000
434,352,0.999185,1,0,412,22,0.949309,0.412000
435,2,0.999184,1,0,413,22,0.949425,0.413000
436,905,0.999179,1,0,414,22,0.949541,0.414000
437,119,0.999177,1,0,415,22,0.949657,0.415000
438,225,0.999175,1,0,416,22,0.949772,0.416000
439,634,0.999175,1,0,417,22,0.949886,0.417000
440,133,0.999171,1,0,418,22,0.950000,0.418000
441,884,0.999167,1,0,419,22,0.950113,0.419000
442,344,0.999164,1,0,420,22,0.950226,0.420000
443,176,0.999160,1,0,421,22,0.950339,0.421000
444,793,0.999159,1,0,422,22,0.950450,0.422000
445,849,0.999155,1,0,423,22,0.950562,0.423000
446,720,0.999154,1,0,424,22,0.950673,0.424000
447,204,0.999152,1,0,425,22,0.950783,0.425000
448,127,0.999151,1,0,426,22,0.950893,0.426000
449,654,0.999146,1,0,427,22,0.951002,0.427000
450,100,0.999146,1,0,428,22,0.951111,0.428000
451,123,0.999144,1,0,429,22,0.951220,0.429000
452,897,0.999142,1,0,430,22,0.951327,0.430000
453,293,0.999138,1,0,431,22,0.951435,0.431000
454,649,0.999128,1,0,432,22,0.951542,0.432000
455,1974,0.999127,0,1,432,23,0.949451,0.432000
456,114,0.999122,1,0,433,23,0.949561,0.433000
457,646,0.999121,1,0,434,23,0.949672,0.434000
458,883,0.999120,1,0,435,23,0.949782,0.435000
459,168,0.999119,1,0,436,23,0.949891,0.436000
460,406,0.999118,1,0,437,23,0.950000,0.437000
461,816,0.999115,0,1,437,24,0.947939,0.437000
462,719,0.999113,1,0,438,24,0.948052,0.438000
463,768,0.999111,1,0,439,24,0.948164,0.439000
464,144,0.999101,1,0,440,24,0.948276,0.440000
465,496,0.999099,1,0,441,24,0.948387,0.441000
466,210,0.999092,1,0,442,24,0.948498,0.442000
467,632,0.999083,1,0,443,24,0.948608,0.443000
468,60,0.999081,1,0,444,24,0.948718,0.444000
469,550,0.999076,1,0,445,24,0.948827,0.445000
470,195,0.999075,1,0,446,24,0.948936,0.446000
471,742,0.999064,1,0,447,24,0.949045,0.447000
472,792,0.999057,1,0,448,24,0.949153,0.448000
473,763,0.999053,1,0,449,24,0.949260,0.449000
474,335,0.999045,1,0,450,24,0.949367,0.450000
475,501,0.999042,1,0,451,24,0.949474,0.451000
476,529,0.999038,0,1,451,25,0.947479,0.451000
477,1880,0.999037,0,1,451,26,0.945493,0.451000
478,688,0.999033,1,0,452,26,0.945607,0.452000
479,745,0.999021,0,1,452,27,0.943633,0.452000
480,847,0.999019,1,0,453,27,0.943750,0.453000
481,429,0.999014,1,0,454,27,0.943867,0.454000
482,259,0.999009,0,1,454,28,0.941909,0.454000
483,864,0.999003,1,0,455,28,0.942029,0.455000
484,555,0.999002,1,0,456,28,0.942149,0.456000
485,372,0.999001,1,0,457,28,0.942268,0.457000
486,619,0.999001,1,0,458,28,0.942387,0.458000
487,622,0.998998,1,0,459,28,0.942505,0.459000
488,913,0.998996,1,0,460,28,0.942623,0.460000
489,865,0.998994,1,0,461,28,0.942740,0.461000
490,260,0.998986,1,0,462,28,0.942857,0.462000
491,1931,0.998985,0,1,462,29,0.940937,0.462000
492,509,0.998984,1,0,463,29,0.941057,0.463000
493,857,0.998981,1,0,464,29,0.941176,0.464000
494,466,0.998981,1,0,465,29,0.941296,0.465000
495,167,0.998979,1,0,466,29,0.941414,0.466000
496,257,0.998975,1,0,467,29,0.941532,0.467000
497,901,0.998970,1,0,468,29,0.941650,0.468000
498,37,0.998957,1,0,469,29,0.941767,0.469000
499,415,0.998955,1,0,470,29,0.941884,0.470000
500,859,0.998954,1,0,471,29,0.942000,0.471000
501,167,0.998952,0,1,471,30,0.940120,0.471000
502,318,0.998948,1,0,472,30,0.940239,0.472000
503,139,0.998947,1,0,473,30,0.940358,0.473000
504,99,0.998947,1,0,474,30,0.940476,0.474000
505,50,0.998939,1,0,475,30,0.940594,0.475000
506,638,0.998935,1,0,476,30,0.940711,0.476000
507,2049,0.998932,0,1,476,31,0.938856,0.476000
508,2165,0.998929,0,1,476,32,0.937008,0.476000
509,58,0.998929,1,0,477,32,0.937132,0.477000
510,210,0.998922,1,0,478,32,0.937255,0.478000
511,526,0.998919,1,0,479,32,0.937378,0.479000
512,705,0.998904,1,0,480,32,0.937500,0.480000
513,422,0.998895,1,0,481,32,0.937622,0.481000
514,49,0.998893,1,0,482,32,0.937743,0.482000
515,365,0.998887,1,0,483,32,0.937864,0.483000
